"";"p0";"h";"phiZero";"phiOne";"phiTwo";"zeroVariance";"firstVariance";"secondVariance";"ESS";"LeftIntervalZero";"RightIntervalZero";"LeftIntervalFirst";"RightIntervalFirst";"LeftIntervalSecond";"RightIntervalSecond";"ZeroInZero";"ZeroSmallerZero";"ZeroBiggerZero";"ZeroInFirst";"ZeroSmallerFirst";"ZeroBiggerFirst";"ZeroInSecond";"ZeroSmallerSecond";"ZeroBiggerSecond";"ColorCodeZero";"ColorCodeFirst";"ColorCodeSecond";"distanceZero";"distanceFirst";"distanceSecond"
"1";0,0196078431372549;0,04;0,0607468334754244;2,71347795323124;-39,2676993312428;NA;NA;NA;6,44578737085638;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"grey";"grey";"grey";9999;9999;9999
"2";0,0392156862745098;0,04;0,102038059672853;1,64516817775404;-23,7737971219777;NA;NA;NA;8,06584767280111;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"grey";"grey";"grey";9999;9999;9999
"3";0,0588235294117647;0,04;0,123677373292707;1,07324451078226;-12,1147068335497;0,000228568716458883;0,346000560998211;68,5781769270516;9,13765177137854;0,0352221494984789;0,0944855382634057;-0,0796418266385994;2,22613084820313;-28,3455491611538;4,11613549405443;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;"yellow";"purple";"green";-3;-1,82456892710201;1,46291785711183
"4";0,0784313725490196;0,04;0,137281158421515;0,828003196070802;-4,20592776411279;0,000268036102471286;0,175670264983759;44,6579049354014;9,69722874263837;0,0267616315144964;0,0909379402304952;0,00652277088981412;1,64948362125179;-17,3036948573168;8,8918393290912;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"yellow";"blue";"green";-3;-1,97552661467896;0,629379563751398
"5";0,0980392156862745;0,04;0,149343599719148;0,768483788865277;0,578345154786451;0,000407169933303699;0,134504400338433;32,2023670665259;9,92776260728482;0,0117553444514759;0,0908534236142706;0,0496701029199923;1,48729747481056;-10,5438878500978;11,7005781596707;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"yellow";"blue";"green";-3;-2,09539770642803;-0,101916195562249
"6";0,117647058823529;0,04;0,162520506333523;0,802324179830976;3,3454746386836;0,000658989876797083;0,133678053856934;27,1575099808505;10,0027003839018;-0,00544039228553644;0,0951872873055242;0,0857219616360112;1,51892639802594;-6,86845977779014;13,5594090551573;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"camel";"blue";"green";-3;-2,1944203582782;-0,641967094720758
"7";0,137254901960784;0,04;0,177519259157765;0,885589675214046;5,22592165351283;0,00105608924039887;0,146504145172066;26,9229177253303;10,0219184730158;-0,0234296246849082;0,103958339078869;0,135396606238141;1,63578274418995;-4,94380202880972;15,3956453358354;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"camel";"blue";"green";-3;-2,31370288567116;-1,00716779991941
"8";0,156862745098039;0,04;0,194831892721924;1,00278196979369;6,67174848839241;0,00161900367730022;0,154365557856308;29,9722398813924;10,0258063073564;-0,0408936189830586;0,116831914230827;0,232724222713326;1,77283971687405;-4,05844840021755;17,4019453770024;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"camel";"blue";"green";-3;-2,55229760702174;-1,21865301139434
"9";0,176470588235294;0,04;0,215399809925595;1,1410329552219;7,21203102126646;0,00231147018061089;0,141758556161387;44,0435437366165;10,0264266509044;-0,0553014395303401;0,133159882910941;0,403090101082753;1,87897580936104;-5,79533072436254;20,2193927668955;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"camel";"blue";"green";-3;-3;-1,08671699407591
"10";0,196078431372549;0,04;0,240050466466885;1,27432252341811;6,04504163128991;0,00298388317351197;0,112082888625047;65,7026999132862;10,0265047089991;-0,0630908638800909;0,151034934068763;0,618150441447565;1,93049460538866;-9,841878023738;21,9319612863178;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"camel";"blue";"green";-3;-3;-0,745774771928414
