"i" "test.power"
"917" 917 0.1429544
"918" 918 0.4088949
"919" 919 0.385523
"920" 920 0.4197867
"921" 921 0.1808486
"922" 922 0.1547538
"923" 923 0.3660086
"924" 924 0.2398457
"925" 925 0.3505786
"926" 926 0.4000454
"927" 927 0.3226685
"928" 928 0.4054913
"929" 929 0.4588155
"930" 930 0.2450647
"931" 931 0.3873383
"932" 932 0.07306558
"933" 933 0.2439301
"934" 934 0.3571591
"935" 935 0.3993646
"936" 936 0.3977763
"937" 937 0.3721352
"938" 938 0.1570229
"939" 939 0.4014069
"940" 940 0.3539823
"941" 941 0.3891536
"942" 942 0.1429544
"943" 943 0.1186748
"944" 944 0.4340821
"945" 945 0.3657817
"946" 946 0.3696392
"947" 947 0.3666894
"948" 948 0.4125255
"949" 949 0.1579306
"950" 950 0.3875652
"951" 951 0.2920354
"952" 952 0.3809848
"953" 953 0.1856138
"954" 954 0.4227366
"955" 955 0.221012
"956" 956 0.3104152
"957" 957 0.4315861
"958" 958 0.2255503
"959" 959 0.06330837
"960" 960 0.2418879
"961" 961 0.1434082
"962" 962 0.2014976
"963" 963 0.3889267
"964" 964 0.3101883
"965" 965 0.4374858
"966" 966 0.3839346
"967" 967 0.2924892
"968" 968 0.3721352
"969" 969 0.3449058
"970" 970 0.3533016
"971" 971 0.1842523
"972" 972 0.3839346
"973" 973 0.1540731
"974" 974 0.4570002
"975" 975 0.4073066
"976" 976 0.3492172
"977" 977 0.09734513
"978" 978 0.1892444
"979" 979 0.3222147
"980" 980 0.3859769
"981" 981 0.3712276
"982" 982 0.3780349
"983" 983 0.3732698
"984" 984 0.1198094
"985" 985 0.4023145
"986" 986 0.07170411
"987" 987 0.3721352
"988" 988 0.377808
"989" 989 0.4029952
"990" 990 0.2298616
"991" 991 0.2384842
"992" 992 0.2861357
"993" 993 0.0637622
"994" 994 0.3376447
"995" 995 0.3893805
"996" 996 0.4565464
"997" 997 0.1658725
"998" 998 0.2865895
"999" 999 0.0560472
"1000" 1000 0.3038348
