"i" "test.power"
"1" 1 0.3755389
"2" 2 0.3199455
"3" 3 0.2856819
"4" 4 0.4449739
"5" 5 0.4368051
"6" 6 0.2890855
"7" 7 0.3621511
"8" 8 0.4792376
"9" 9 0.3653279
"10" 10 0.3251645
"11" 11 0.4712957
"12" 12 0.4295439
"13" 13 0.4383935
"14" 14 0.4079873
"15" 15 0.2815975
"16" 16 0.4495121
"17" 17 0.3396869
"18" 18 0.3072385
"19" 19 0.4937599
"20" 20 0.3968686
"21" 21 0.3612435
"22" 22 0.3553438
"23" 23 0.3272067
"24" 24 0.3042886
"25" 25 0.3383254
"26" 26 0.4125255
"27" 27 0.4363513
"28" 28 0.4785568
"29" 29 0.4334014
"30" 30 0.3383254
"31" 31 0.4971636
"32" 32 0.4059451
"33" 33 0.4694804
"34" 34 0.4617654
"35" 35 0.496029
"36" 36 0.4388473
"37" 37 0.4862718
"38" 38 0.4819605
"39" 39 0.4279555
"40" 40 0.4361243
"41" 41 0.3460404
"42" 42 0.4840027
"43" 43 0.287951
"44" 44 0.4765146
"45" 45 0.3980032
"46" 46 0.383027
"47" 47 0.339233
"48" 48 0.4538235
"49" 49 0.3086
"50" 50 0.3698661
"51" 51 0.388246
"52" 52 0.4937599
"53" 53 0.2645791
"54" 54 0.4383935
"55" 55 0.339233
"56" 56 0.408668
"57" 57 0.316088
"58" 58 0.3900613
"59" 59 0.2450647
"60" 60 0.3024733
"61" 61 0.3809848
"62" 62 0.3022464
"63" 63 0.2838666
"64" 64 0.2927161
"65" 65 0.3793964
"66" 66 0.4767415
"67" 67 0.4767415
"68" 68 0.3632857
"69" 69 0.5010211
"70" 70 0.4844565
"71" 71 0.4143408
"72" 72 0.4735648
"73" 73 0.4490583
"74" 74 0.3390061
"75" 75 0.3106422
"76" 76 0.4899024
"77" 77 0.426821
"78" 78 0.3201725
"79" 79 0.3439982
"80" 80 0.2525528
"81" 81 0.4699342
"82" 82 0.3719083
"83" 83 0.4458816
"84" 84 0.4452008
"85" 85 0.3911958
"86" 86 0.4542773
"87" 87 0.3133651
"88" 88 0.4638076
"89" 89 0.3203994
"90" 90 0.5135012
"91" 91 0.4082142
"92" 92 0.3013388
"93" 93 0.334241
"94" 94 0.5073746
"95" 95 0.4574541
"96" 96 0.2770592
"97" 97 0.3022464
"98" 98 0.5051055
"99" 99 0.2924892
"100" 100 0.3183572
"101" 101 0.2859088
"102" 102 0.4746993
"103" 103 0.3287951
"104" 104 0.3108691
"105" 105 0.3578398
