"i" "test.power"
"548" 548 0.5205169
"549" 549 0.5388801
"550" 550 0.5180231
"551" 551 0.4355022
"552" 552 0.4667876
"553" 553 0.361596
"554" 554 0.4744956
"555" 555 0.5132623
"556" 556 0.4837905
"557" 557 0.4747223
"558" 558 0.369304
"559" 559 0.5062344
"560" 560 0.4994332
"561" 561 0.4837905
"562" 562 0.4992065
"563" 563 0.4393562
"564" 564 0.3810927
"565" 565 0.5026071
"566" 566 0.553616
"567" 567 0.4978463
"568" 568 0.4135117
"569" 569 0.521197
"570" 570 0.5431875
"571" 571 0.4964861
"572" 572 0.5187032
"573" 573 0.5279982
"574" 574 0.5241442
"575" 575 0.3729313
"576" 576 0.386307
"577" 577 0.4960326
"578" 578 0.4883246
"579" 579 0.4640671
"580" 580 0.5309454
"581" 581 0.5153027
"582" 582 0.5089549
"583" 583 0.4742689
"584" 584 0.5200635
"585" 585 0.5486284
"586" 586 0.5511222
"587" 587 0.469508
"588" 588 0.4919519
"589" 589 0.5279982
"590" 590 0.5030605
"591" 591 0.4819769
"592" 592 0.4466107
"593" 593 0.4851508
"594" 594 0.4799365
"595" 595 0.5277715
"596" 596 0.5273181
"597" 597 0.501927
"598" 598 0.5130356
"599" 599 0.3819995
"600" 600 0.5372931
"601" 601 0.4828837
"602" 602 0.5044208
"603" 603 0.4674677
"604" 604 0.5341192
"605" 605 0.5153027
"606" 606 0.4574926
"607" 607 0.5187032
"608" 608 0.4917252
"609" 609 0.5114487
"610" 610 0.5402403
"611" 611 0.4404897
"612" 612 0.469508
"613" 613 0.3960553
"614" 614 0.5202902
"615" 615 0.552029
"616" 616 0.5318522
"617" 617 0.4048968
"618" 618 0.4493312
"619" 619 0.5107685
"620" 620 0.451825
"621" 621 0.3883473
"622" 622 0.4849241
"623" 623 0.4121514
"624" 624 0.4570392
"625" 625 0.5257311
"626" 626 0.5123555
"627" 627 0.4665609
"628" 628 0.540467
"629" 629 0.430968
"630" 630 0.5284516
"631" 631 0.4896849
"632" 632 0.5180231
"633" 633 0.4570392
"634" 634 0.4563591
"635" 635 0.5422807
"636" 636 0.4404897
"637" 637 0.5425074
"638" 638 0.5313988
"639" 639 0.4890048
"640" 640 0.5012469
"641" 641 0.5164362
"642" 642 0.498073
"643" 643 0.5230107
"644" 644 0.5400136
"645" 645 0.4690546
"646" 646 0.417139
"647" 647 0.4389027
"648" 648 0.5300385
"649" 649 0.4914985
"650" 650 0.5311721
"651" 651 0.5155294
"652" 652 0.5332124
"653" 653 0.4318749
"654" 654 0.5325323
"655" 655 0.4327817
"656" 656 0.5508955
"657" 657 0.4538653
"658" 658 0.5411471
"659" 659 0.5567898
"660" 660 0.5046475
"661" 661 0.4808433
"662" 662 0.5293584
"663" 663 0.5064611
"664" 664 0.4699615
"665" 665 0.4400363
"666" 666 0.5284516
"667" 667 0.5452278
"668" 668 0.5243709
"669" 669 0.5225572
"670" 670 0.5472682
