"c.0.0018018018018018..0.0288288288288288..0..0..0..0..0..0..0.." "c.0..0..0.0216216216216216..0..0..0.00900900900900901..0..0.."
"329" 0.356756756756757 0.0216216216216216
"330" 0 0
"331" 0 0
"332" 0 0.120720720720721
"333" 0 0
"334" 0 0.0198198198198198
"335" 0 0.0144144144144144
"336" 0.00900900900900901 0
"337" 0 0
"338" 0.216216216216216 0.0288288288288288
"339" 0 0
"340" 0 0
"341" 0 0.027027027027027
"342" 0 0
"343" 0 0.0828828828828829
"344" 0.0144144144144144 0
"345" 0 0
"346" 0.0684684684684685 0.342342342342342
"347" 0 0
"348" 0 0
"349" 0 0.00540540540540541
"350" 0 0
"351" 0 0.30990990990991
"352" 0.0234234234234234 0.0936936936936937
"353" 0 0.0342342342342342
"354" 0.0306306306306306 0.00540540540540541
"355" 0 0.027027027027027
"356" 0 0
"357" 0 0
"358" 0 0.00720720720720721
"359" 0 0
"360" 0 0.00540540540540541
"361" 0.0216216216216216 0.0954954954954955
"362" 0 0
"363" 0.0234234234234234 0.0144144144144144
"364" 0 0.0504504504504504
"365" 0 0
"366" 0 0.0162162162162162
"367" 0 0
"368" 0 0
"369" 0 0.00900900900900901
"370" 0 0.0378378378378378
"371" 0 0.124324324324324
"372" 0.0018018018018018 0
"373" 0 0.0108108108108108
"374" 0 0
"375" 0 0.0018018018018018
"376" 0 0
"377" 0 0.0126126126126126
"378" 0 0
"379" 0 0.131531531531532
"380" 0.102702702702703 0.428828828828829
"381" 0 0
"382" 0 0.0216216216216216
"383" 0 0
"384" 0 0.0036036036036036
"385" 0 0.0018018018018018
"386" 0 0
"387" 0.0252252252252252 0.00540540540540541
"388" 0 0
"389" 0 0
"390" 0 0.00540540540540541
"391" 0 0
"392" 0 0.0468468468468468
"393" 0 0
"394" 0 0.0216216216216216
"395" 0 0.0468468468468468
"396" 0 0
"397" 0.0234234234234234 0.0126126126126126
"398" 0 0.0036036036036036
"399" 0.0234234234234234 0.0108108108108108
"400" 0 0.0144144144144144
"401" 0 0
"402" 0 0
"403" 0.124324324324324 0.036036036036036
"404" 0.133333333333333 0.045045045045045
"405" 0 0
"406" 0 0
"407" 0.133333333333333 0.43963963963964
"408" 0.209009009009009 0.0234234234234234
"409" 0.0216216216216216 0
"410" 0.0108108108108108 0.0900900900900901
"411" 0 0
"412" 0 0
"413" 0.0234234234234234 0
"414" 0 0.00540540540540541
"415" 0.00720720720720721 0.0108108108108108
"416" 0 0.0018018018018018
"417" 0.0036036036036036 0.0306306306306306
"418" 0 0.0252252252252252
"419" 0 0.0306306306306306
"420" 0 0.0792792792792793
"421" 0 0
"422" 0.153153153153153 0.0936936936936937
"423" 0.0378378378378378 0.0144144144144144
"424" 0 0.00540540540540541
"425" 0 0
"426" 0 0.0162162162162162
"427" 0.00720720720720721 0.0432432432432432
"428" 0.0144144144144144 0.228828828828829
"429" 0 0
"430" 0.212612612612613 0.0540540540540541
"431" 0 0
"432" 0 0.0288288288288288
"433" 0 0
"434" 0 0
"435" 0 0
"436" 0 0.0810810810810811
"437" 0 0.0630630630630631
"438" 0 0
"439" 0 0
"440" 0 0
"441" 0 0
"442" 0 0
"443" 0 0
"444" 0.340540540540541 0.203603603603604
"445" 0 0
"446" 0 0.102702702702703
"447" 0 0
"448" 0 0
"449" 0 0
"450" 0 0
"451" 0 0.0594594594594595
"452" 0.0162162162162162 0.466666666666667
"453" 0 0
"454" 0 0.00720720720720721
"455" 0.145945945945946 0
"456" 0 0.0144144144144144
"457" 0 0.00540540540540541
"458" 0 0
"459" 0 0.0216216216216216
"460" 0 0
"461" 0 0.0018018018018018
"462" 0.0018018018018018 0.036036036036036
"463" 0 0.0414414414414414
"464" 0 0
"465" 0.0306306306306306 0.147747747747748
"466" 0 0
"467" 0 0
"468" 0 0
"469" 0 0.118918918918919
"470" 0 0
"471" 0 0.436036036036036
"472" 0 0
"473" 0.0036036036036036 0
"474" 0.018018018018018 0.0306306306306306
"475" 0 0
"476" 0 0.0324324324324324
"477" 0 0
"478" 0 0.00900900900900901
"479" 0 0
"480" 0 0.0036036036036036
"481" 0 0.0126126126126126
"482" 0 0
"483" 0 0
"484" 0 0.018018018018018
"485" 0.176576576576577 0.0288288288288288
"486" 0 0.0216216216216216
"487" 0.0018018018018018 0
"488" 0 0
"489" 0 0
"490" 0 0.036036036036036
"491" 0 0
"492" 0 0
"493" 0 0
"494" 0 0.0306306306306306
"495" 0 0
"496" 0 0.273873873873874
"497" 0.0810810810810811 0.0792792792792793
"498" 0 0.0522522522522523
"499" 0.0936936936936937 0.0666666666666667
"500" 0 0
"501" 0 0
"502" 0.00720720720720721 0.140540540540541
"503" 0 0
"504" 0 0
"505" 0 0
"506" 0.126126126126126 0.122522522522523
"507" 0.036036036036036 0.0324324324324324
"508" 0 0
"509" 0 0
"510" 0 0.00720720720720721
"511" 0.336936936936937 0.536936936936937
"512" 0 0.00720720720720721
"513" 0 0.0144144144144144
"514" 0 0
"515" 0 0.00540540540540541
"516" 0 0
"517" 0 0
"518" 0.0036036036036036 0.0126126126126126
"519" 0 0
"520" 0 0
"521" 0 0.036036036036036
"522" 0 0.0468468468468468
"523" 0 0.0324324324324324
"524" 0.0018018018018018 0
"525" 0.0018018018018018 0.403603603603604
"526" 0 0.00540540540540541
"527" 0 0
"528" 0 0.00900900900900901
"529" 0.0468468468468468 0.0198198198198198
"530" 0 0
"531" 0.0036036036036036 0.00720720720720721
"532" 0 0.0324324324324324
"533" 0 0
"534" 0.027027027027027 0.0162162162162162
"535" 0 0.10990990990991
"536" 0 0.018018018018018
"537" 0 0
"538" 0 0
"539" 0 0.0828828828828829
"540" 0.0504504504504504 0.10990990990991
"541" 0 0
"542" 0 0
"543" 0.0018018018018018 0.0306306306306306
"544" 0 0.00720720720720721
"545" 0 0.0144144144144144
"546" 0 0
"547" 0 0
"548" 0 0.0198198198198198
"549" 0 0
"550" 0 0
"551" 0 0.00540540540540541
"552" 0.00900900900900901 0.0018018018018018
"553" 0 0.0018018018018018
"554" 0 0.00900900900900901
"555" 0 0.14954954954955
"556" 0 0.0036036036036036
"557" 0 0.0018018018018018
"558" 0 0
"559" 0 0
"560" 0 0
"561" 0 0.00540540540540541
"562" 0 0
"563" 0.0018018018018018 0.0234234234234234
"564" 0 0.00540540540540541
"565" 0.00720720720720721 0.00720720720720721
"566" 0 0.0396396396396396
"567" 0 0
"568" 0 0.0018018018018018
"569" 0 0
"570" 0.0036036036036036 0
"571" 0 0
"572" 0 0
"573" 0 0.036036036036036
"574" 0.0018018018018018 0.140540540540541
"575" 0.0234234234234234 0
"576" 0 0.127927927927928
"577" 0 0
"578" 0 0.0162162162162162
"579" 0.0702702702702703 0.0018018018018018
"580" 0 0.00540540540540541
"581" 0 0
"582" 0.0378378378378378 0.0396396396396396
"583" 0 0.0126126126126126
"584" 0 0.018018018018018
"585" 0 0
"586" 0 0
"587" 0 0
"588" 0 0
"589" 0 0
"590" 0.0144144144144144 0
"591" 0 0.00720720720720721
"592" 0 0.0828828828828829
"593" 0 0.0126126126126126
"594" 0.122522522522523 0.0252252252252252
"595" 0 0.246846846846847
"596" 0 0
"597" 0 0.018018018018018
"598" 0 0
"599" 0 0.32972972972973
"600" 0 0.268468468468468
"601" 0 0.0162162162162162
"602" 0 0
"603" 0.0126126126126126 0.00720720720720721
"604" 0 0
"605" 0 0
"606" 0 0
"607" 0 0.018018018018018
"608" 0 0.0126126126126126
"609" 0 0.00720720720720721
"610" 0 0
"611" 0 0.0414414414414414
"612" 0 0
"613" 0.00900900900900901 0
"614" 0 0.00540540540540541
"615" 0 0
"616" 0 0.0108108108108108
"617" 0 0
"618" 0 0
"619" 0 0.0288288288288288
"620" 0 0.00720720720720721
"621" 0 0
"622" 0 0
"623" 0 0
"624" 0 0
"625" 0.00540540540540541 0.0558558558558559
"626" 0 0.00540540540540541
"627" 0 0
"628" 0 0
"629" 0 0
"630" 0 0.418018018018018
"631" 0 0.0036036036036036
"632" 0.0144144144144144 0.0522522522522523
"633" 0 0.036036036036036
"634" 0 0
"635" 0.0036036036036036 0.0432432432432432
"636" 0 0
"637" 0.0198198198198198 0.0126126126126126
"638" 0 0.0288288288288288
"639" 0 0.00720720720720721
"640" 0 0
"641" 0 0
"642" 0.0144144144144144 0
"643" 0 0
"644" 0 0
"645" 0 0
"646" 0 0.036036036036036
"647" 0 0
"648" 0 0
"649" 0.0378378378378378 0.0306306306306306
"650" 0.288288288288288 0.389189189189189
"651" 0 0
"652" 0 0
"653" 0.0594594594594595 0.0126126126126126
"654" 0.0738738738738739 0.0018018018018018
"655" 0 0
"656" 0.0018018018018018 0
"657" 0 0
"658" 0 0.0036036036036036
"659" 0 0
"660" 0.12972972972973 0.0252252252252252
"661" 0.100900900900901 0.0108108108108108
"662" 0 0
"663" 0 0.0414414414414414
"664" 0.0252252252252252 0.527927927927928
"665" 0 0
"666" 0.167567567567568 0.027027027027027
"667" 0 0
"668" 0 0.00540540540540541
"669" 0.106306306306306 0
"670" 0 0.0306306306306306
"671" 0.0342342342342342 0
"672" 0 0
"673" 0 0.0396396396396396
"674" 0 0
"675" 0 0
"676" 0.0126126126126126 0.0126126126126126
"677" 0 0
"678" 0 0.441441441441441
"679" 0.0234234234234234 0.036036036036036
"680" 0.394594594594595 0.536936936936937
"681" 0 0
"682" 0.0108108108108108 0
"683" 0 0
"684" 0 0.0288288288288288
"685" 0 0
"686" 0 0
"687" 0.0252252252252252 0.0198198198198198
"688" 0 0
"689" 0.0306306306306306 0.0018018018018018
"690" 0.0378378378378378 0.0036036036036036
"691" 0.0630630630630631 0.0306306306306306
"692" 0 0.0540540540540541
"693" 0 0.0036036036036036
"694" 0 0
"695" 0 0
"696" 0 0
"697" 0.0018018018018018 0
"698" 0 0
"699" 0 0.0018018018018018
"700" 0.255855855855856 0.0882882882882883
"701" 0.00540540540540541 0
"702" 0 0
"703" 0 0.0108108108108108
"704" 0 0.00540540540540541
"705" 0 0.353153153153153
"706" 0.0018018018018018 0
"707" 0 0.0144144144144144
"708" 0 0.0810810810810811
"709" 0.0162162162162162 0.0882882882882883
"710" 0.133333333333333 0.0288288288288288
"711" 0 0
"712" 0 0.0108108108108108
"713" 0.0216216216216216 0
"714" 0 0.00540540540540541
"715" 0 0.45045045045045
"716" 0.0612612612612613 0.0018018018018018
"717" 0.018018018018018 0.0630630630630631
"718" 0.0126126126126126 0.0126126126126126
"719" 0 0.203603603603604
"720" 0.0990990990990991 0.0162162162162162
"721" 0.221621621621622 0.027027027027027
"722" 0 0
"723" 0.0846846846846847 0.027027027027027
"724" 0 0
"725" 0 0.0162162162162162
"726" 0 0
"727" 0 0
"728" 0 0.463063063063063
"729" 0 0
"730" 0 0.0378378378378378
"731" 0.027027027027027 0.0018018018018018
"732" 0.00720720720720721 0
"733" 0.00720720720720721 0.0342342342342342
"734" 0 0.0144144144144144
"735" 0.0108108108108108 0
"736" 0 0
"737" 0 0.0306306306306306
"738" 0 0
"739" 0 0
"740" 0 0
"741" 0.0828828828828829 0.0486486486486487
"742" 0 0.0126126126126126
"743" 0 0
"744" 0 0
"745" 0 0
"746" 0 0.0216216216216216
"747" 0 0.0234234234234234
"748" 0 0
"749" 0.0198198198198198 0.47027027027027
"750" 0 0.0828828828828829
"751" 0 0.0036036036036036
"752" 0 0.0036036036036036
"753" 0.21981981981982 0.0792792792792793
"754" 0 0.0018018018018018
"755" 0 0
"756" 0.0036036036036036 0.403603603603604
"757" 0 0
"758" 0.0252252252252252 0
"759" 0 0
"760" 0 0
"761" 0.0018018018018018 0.0162162162162162
"762" 0 0.00900900900900901
"763" 0.00720720720720721 0.00540540540540541
"764" 0.0018018018018018 0.00540540540540541
"765" 0 0
"766" 0 0.421621621621622
"767" 0 0
"768" 0 0.00720720720720721
"769" 0 0
"770" 0.0018018018018018 0
"771" 0 0
"772" 0 0.00720720720720721
"773" 0 0
"774" 0 0
"775" 0 0
"776" 0 0
"777" 0 0.0306306306306306
"778" 0 0.201801801801802
"779" 0 0
"780" 0 0.0126126126126126
"781" 0 0
"782" 0 0.036036036036036
"783" 0 0.0738738738738739
"784" 0 0
"785" 0.0018018018018018 0.00900900900900901
"786" 0.14954954954955 0.0738738738738739
"787" 0 0.00540540540540541
"788" 0 0.00540540540540541
"789" 0 0.0108108108108108
"790" 0 0.0162162162162162
"791" 0 0.00900900900900901
"792" 0.0108108108108108 0.0036036036036036
"793" 0.018018018018018 0
"794" 0 0
"795" 0 0.027027027027027
"796" 0 0
"797" 0 0.0036036036036036
"798" 0.0126126126126126 0.0414414414414414
"799" 0 0
"800" 0 0.0900900900900901
"801" 0 0.0018018018018018
"802" 0 0
"803" 0 0.0342342342342342
"804" 0.0756756756756757 0.183783783783784
"805" 0.0792792792792793 0
"806" 0 0.0018018018018018
"807" 0.174774774774775 0.036036036036036
"808" 0 0.0108108108108108
"809" 0 0.00900900900900901
"810" 0 0
"811" 0 0.0036036036036036
"812" 0 0.018018018018018
"813" 0 0
"814" 0 0
"815" 0 0
"816" 0 0.0018018018018018
"817" 0 0.00900900900900901
"818" 0 0.0162162162162162
"819" 0 0
"820" 0 0
"821" 0 0.0324324324324324
"822" 0.0252252252252252 0
"823" 0 0.0018018018018018
"824" 0 0
"825" 0 0
"826" 0.135135135135135 0.0828828828828829
"827" 0 0.0792792792792793
"828" 0 0
"829" 0 0
"830" 0 0.0108108108108108
"831" 0 0.0756756756756757
"832" 0 0
"833" 0 0
"834" 0 0
"835" 0 0.018018018018018
"836" 0 0
"837" 0 0
"838" 0.0162162162162162 0.0306306306306306
"839" 0 0.463063063063063
"840" 0.0252252252252252 0.0576576576576577
"841" 0 0.0126126126126126
"842" 0.0324324324324324 0.0108108108108108
"843" 0 0.00540540540540541
"844" 0 0
"845" 0 0.00540540540540541
"846" 0.0216216216216216 0
"847" 0 0
"848" 0 0
"849" 0 0
"850" 0 0
"851" 0 0
"852" 0 0.272072072072072
"853" 0 0.0162162162162162
"854" 0 0.10990990990991
"855" 0 0
"856" 0 0
"857" 0.0036036036036036 0.0036036036036036
"858" 0 0
"859" 0 0.0126126126126126
"860" 0 0
"861" 0 0.00720720720720721
"862" 0.0252252252252252 0
"863" 0.0036036036036036 0
"864" 0 0.0252252252252252
"865" 0 0
"866" 0 0
"867" 0 0
"868" 0 0
"869" 0.228828828828829 0.354954954954955
"870" 0 0
"871" 0.00540540540540541 0.0396396396396396
"872" 0 0.0162162162162162
"873" 0 0
"874" 0 0
"875" 0.0486486486486487 0
"876" 0 0
"877" 0 0.0468468468468468
"878" 0.0108108108108108 0.113513513513514
"879" 0 0.0036036036036036
"880" 0.0108108108108108 0
"881" 0 0.0252252252252252
"882" 0 0
"883" 0 0
"884" 0 0.0198198198198198
"885" 0 0
"886" 0 0
"887" 0 0.392792792792793
"888" 0 0
"889" 0 0
"890" 0 0
"891" 0 0.00720720720720721
"892" 0 0
"893" 0 0.0018018018018018
"894" 0 0
"895" 0 0
"896" 0 0
"897" 0 0.0414414414414414
"898" 0 0
"899" 0.0252252252252252 0
"900" 0.0594594594594595 0.00900900900900901
"901" 0.142342342342342 0.0036036036036036
"902" 0 0
"903" 0 0.0126126126126126
"904" 0 0
"905" 0 0.0504504504504504
"906" 0 0.00540540540540541
"907" 0 0.00720720720720721
"908" 0 0
"909" 0 0.0252252252252252
"910" 0.111711711711712 0.430630630630631
"911" 0 0
"912" 0 0.0216216216216216
"913" 0 0.00720720720720721
"914" 0 0.0252252252252252
"915" 0 0.00720720720720721
"916" 0 0
"917" 0.00540540540540541 0.00900900900900901
"918" 0 0.00540540540540541
"919" 0 0
"920" 0 0
"921" 0 0
"922" 0 0.00540540540540541
"923" 0 0.0126126126126126
"924" 0 0.0126126126126126
"925" 0 0.0576576576576577
"926" 0 0.0378378378378378
"927" 0.0018018018018018 0.0810810810810811
"928" 0 0.0108108108108108
"929" 0 0
"930" 0 0.0108108108108108
"931" 0 0
"932" 0 0.0018018018018018
"933" 0 0.027027027027027
"934" 0.0126126126126126 0.0162162162162162
"935" 0 0
"936" 0 0.0324324324324324
"937" 0 0.518918918918919
"938" 0.0018018018018018 0
"939" 0.0018018018018018 0
"940" 0 0
"941" 0 0
"942" 0 0
"943" 0 0
"944" 0.0018018018018018 0
"945" 0 0.00540540540540541
"946" 0 0.00540540540540541
"947" 0 0.036036036036036
"948" 0 0.0432432432432432
"949" 0 0.0162162162162162
"950" 0 0
"951" 0 0
"952" 0 0.0162162162162162
"953" 0 0.381981981981982
"954" 0 0.0036036036036036
"955" 0 0.036036036036036
"956" 0 0.0252252252252252
"957" 0 0.345945945945946
"958" 0 0
"959" 0 0.0126126126126126
"960" 0.0252252252252252 0.0882882882882883
"961" 0 0.00900900900900901
"962" 0 0
"963" 0.727927927927928 0
"964" 0 0.0126126126126126
"965" 0 0
"966" 0 0.0036036036036036
"967" 0 0.0324324324324324
"968" 0 0
"969" 0 0
"970" 0.00900900900900901 0.106306306306306
"971" 0 0
"972" 0 0
"973" 0 0.00540540540540541
"974" 0 0
"975" 0 0
"976" 0 0
"977" 0 0
"978" 0 0.0018018018018018
"979" 0 0
"980" 0 0.027027027027027
"981" 0 0
"982" 0 0.0162162162162162
"983" 0 0
"984" 0 0.0036036036036036
"985" 0.0018018018018018 0
"986" 0 0.045045045045045
"987" 0.0468468468468468 0.0936936936936937
"988" 0 0.0018018018018018
"989" 0 0.0378378378378378
"990" 0.0036036036036036 0
"991" 0.190990990990991 0.0522522522522523
"992" 0 0
"993" 0 0
"994" 0 0
"995" 0.0018018018018018 0.120720720720721
"996" 0 0.0288288288288288
"997" 0 0
"998" 0.196396396396396 0
"999" 0 0
"1000" 0 0.00540540540540541
