"";"p0";"h";"phiZero";"phiOne";"phiTwo";"zeroVariance";"firstVariance";"secondVariance";"ESS";"LeftIntervalZero";"RightIntervalZero";"LeftIntervalFirst";"RightIntervalFirst";"LeftIntervalSecond";"RightIntervalSecond";"ZeroInZero";"ZeroSmallerZero";"ZeroBiggerZero";"ZeroInFirst";"ZeroSmallerFirst";"ZeroBiggerFirst";"ZeroInSecond";"ZeroSmallerSecond";"ZeroBiggerSecond";"ColorCodeZero";"ColorCodeFirst";"ColorCodeSecond";"distanceZero";"distanceFirst";"distanceSecond"
"1";0,00249376558603491;0,01;0;0,0334711331724235;-4,44126069607212;2,32431276211332e-09;0,000639249415185485;59,1975473141237;7,01192046746478;-0,00263583640432213;-0,0023516947677477;-0,0410351276103669;0,107977393955214;-27,1142850823346;18,2317636901903;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;"olivedrab";"purple";"green";0;-1,32383922827799;0,577237330760771
"2";0,00498753117206983;0,01;6,95152757440751e-05;0,0247039093763454;-3,41146497808422;2,59828090442817e-09;0,000184539348361099;48,0412201540572;8,21181603706772;-0,00506822651998327;-0,00476780527266823;-0,0153276114737341;0,0647354302264249;-23,8365848037052;17,0136548475368;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;"olivedrab";"purple";"green";-1,36375764762046;-1,8185330324708;0,492191265794146
"3";0,00748129675810474;0,01;0,00012296311214025;0,0180210188303402;-2,18664502463147;4,66550463581798e-09;0,000206465161542662;38,6796842064106;9,29833531691072;-0,007559616559954;-0,00715705073197497;-0,0243219191723595;0,0603639568330398;-20,5139690553508;16,1406790060879;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;"olivedrab";"purple";"green";-1,80021979888421;-1,25416867781716;0,351590252725539
"4";0,00997506234413965;0,01;0,00016175030373541;0,0142694429508685;-0,768779792900893;9,5347979415142e-09;0,000569814937667778;30,5811133539348;10,2229765566013;-0,0101010607240163;-0,00952556335679223;-0,0560741445632813;0,0846130304650183;-17,0649009458778;15,527341360076;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;"olivedrab";"purple";"green";-1,65649205734154;-0,59777824334728;0,139019369103038
"5";0,0124688279301746;0,01;0,000192113350009984;0,0144667220006758;0,794308704017251;2,31976182515983e-08;0,00115005884803805;23,4074431514665;10,9624981056091;-0,0127255419132506;-0,0118278872470786;-0,0854682810998503;0,114401725101202;-13,4629026285399;15,0515200365744;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;"olivedrab";"purple";"green";-1,26135068250902;-0,426589443563718;-0,164177006560605
"6";0,0149625935162095;0,01;0,0002239075894124;0,0195681851519388;2,39853341899328;5,43411578254911e-08;0,00181844531688478;17,17185669957;11,5183640206059;-0,0154256310460894;-0,0140517408075047;-0,10609490101156;0,145231271315438;-9,81288820181304;14,6099550397996;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;"olivedrab";"purple";"green";-0,960515484668198;-0,45888136981605;-0,578811493181002
"7";0,0174563591022444;0,01;0,000270601817927118;0,0301293415397628;3,88995422441145;1,11907358431307e-07;0,00244177621274;12,1801643764348;11,9110367543871;-0,0181715529870653;-0,0161999615815692;-0,115487138186792;0,175745821266318;-6,39456923460885;14,1744776834317;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;"olivedrab";"purple";"green";-0,808912204161402;-0,609728803060373;-1,11459711877152
"8";0,0199501246882793;0,01;0,000347797228030895;0,0459630385590845;5,09059218295631;2,02297516357112e-07;0,00290430454631233;8,77289922291956;12,171731789735;-0,0209277454896762;-0,0182769094308206;-0,112847264975509;0,204773342093678;-3,6376978442331;13,8188822101457;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;"olivedrab";"purple";"green";-0,77326942913277;-0,85287945788761;-1,71868677839247
"9";0,0224438902743142;0,01;0,000470349584350476;0,0659175123290208;5,83978640940923;3,26835496945585e-07;0,00314072756722006;7,03652605813653;12,3343899590357;-0,0236582392614721;-0,0202888421184554;-0,0992302645012838;0,231065289159325;-1,97715305340158;13,65672587222;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;"olivedrab";"purple";"green";-0,822727767906058;-1,17621218953468;-2,20149555487226
"10";0,0249376558603491;0,01;0,000648818990533983;0,0878892248226995;6,04028472829344;4,80702180279399e-07;0,00315784414429352;6,67332671005966;12,4297705186048;-0,0263319651936123;-0,022245708546018;-0,0777079580241846;0,253486407669584;-1,57224132833649;13,6528107849234;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;"olivedrab";"purple";"green";-0,935805313874287;-1,56401274679096;-2,33822455667939
