"i" "test.power"
"792" 792 0.5511222
"793" 793 0.5667649
"794" 794 0.5579234
"795" 795 0.5370664
"796" 796 0.5656314
"797" 797 0.563591
"798" 798 0.5522557
"799" 799 0.5647246
"800" 800 0.5708456
"801" 801 0.5552029
"802" 802 0.5556563
"803" 803 0.5484017
"804" 804 0.5894355
"805" 805 0.5799139
"806" 806 0.5649513
"807" 807 0.5774201
"808" 808 0.5524824
"809" 809 0.575153
"810" 810 0.5508955
"811" 811 0.5654047
"812" 812 0.5565631
"813" 813 0.5681251
"814" 814 0.5672183
"815" 815 0.5810474
"816" 816 0.5683518
"817" 817 0.5719791
"818" 818 0.549762
"819" 819 0.5422807
"820" 820 0.5815008
"821" 821 0.5527091
"822" 822 0.5484017
"823" 823 0.5538427
"824" 824 0.5538427
"825" 825 0.5416005
"826" 826 0.5273181
"827" 827 0.5672183
"828" 828 0.5638177
"829" 829 0.5518023
"830" 830 0.5715257
"831" 831 0.5565631
"832" 832 0.5624575
"833" 833 0.5354795
"834" 834 0.5726593
"835" 835 0.5311721
"836" 836 0.5391068
"837" 837 0.5622308
"838" 838 0.5644978
"839" 839 0.5436409
"840" 840 0.5660848
"841" 841 0.5556563
"842" 842 0.5554296
"843" 843 0.5470415
"844" 844 0.5624575
"845" 845 0.5431875
"846" 846 0.5715257
"847" 847 0.5368397
"848" 848 0.5522557
"849" 849 0.5656314
"850" 850 0.5529358
"851" 851 0.536613
"852" 852 0.5572433
"853" 853 0.5552029
"854" 854 0.5694854
"855" 855 0.5678984
"856" 856 0.5504421
"857" 857 0.5361596
"858" 858 0.5660848
"859" 859 0.5461347
"860" 860 0.5640444
"861" 861 0.5839946
"862" 862 0.534346
"863" 863 0.5402403
"864" 864 0.5742462
"865" 865 0.5694854
"866" 866 0.5672183
"867" 867 0.5633643
"868" 868 0.5429608
"869" 869 0.5724326
"870" 870 0.5660848
"871" 871 0.5320789
"872" 872 0.5484017
"873" 873 0.5502154
"874" 874 0.5615507
"875" 875 0.5513489
"876" 876 0.567445
"877" 877 0.5375198
"878" 878 0.5731127
"879" 879 0.5658581
"880" 880 0.5885287
"881" 881 0.5382
"882" 882 0.5422807
"883" 883 0.5660848
"884" 884 0.5223305
"885" 885 0.5531625
"886" 886 0.5842213
"887" 887 0.5418273
"888" 888 0.563591
"889" 889 0.5615507
"890" 890 0.5572433
"891" 891 0.5622308
"892" 892 0.5474949
"893" 893 0.5595103
"894" 894 0.5703922
"895" 895 0.5447744
"896" 896 0.5239175
"897" 897 0.55747
"898" 898 0.5676717
"899" 899 0.5742462
"900" 900 0.5422807
"901" 901 0.5524824
"902" 902 0.5642711
"903" 903 0.5617774
"904" 904 0.540467
"905" 905 0.5649513
"906" 906 0.5733394
"907" 907 0.5717524
"908" 908 0.5549762
"909" 909 0.5756064
"910" 910 0.5542961
"911" 911 0.545908
"912" 912 0.5669916
"913" 913 0.5533893
"914" 914 0.552029
"915" 915 0.5792337
"916" 916 0.5427341
"917" 917 0.5604171
"918" 918 0.553616
"919" 919 0.5620041
"920" 920 0.5320789
"921" 921 0.5386534
"922" 922 0.561324
"923" 923 0.5656314
"924" 924 0.5581501
"925" 925 0.5456813
"926" 926 0.5676717
"927" 927 0.5511222
"928" 928 0.5604171
"929" 929 0.5640444
"930" 930 0.5468148
"931" 931 0.5778735
"932" 932 0.5756064
"933" 933 0.5502154
"934" 934 0.567445
"935" 935 0.5531625
"936" 936 0.5617774
"937" 937 0.5688053
"938" 938 0.5508955
"939" 939 0.5447744
"940" 940 0.5495353
"941" 941 0.5488551
"942" 942 0.5572433
"943" 943 0.572886
"944" 944 0.5610973
"945" 945 0.5683518
"946" 946 0.5615507
"947" 947 0.5273181
"948" 948 0.5769667
"949" 949 0.5554296
"950" 950 0.5576967
"951" 951 0.5610973
"952" 952 0.5595103
"953" 953 0.5667649
"954" 954 0.5812741
"955" 955 0.5749263
"956" 956 0.5502154
"957" 957 0.5454545
"958" 958 0.5633643
"959" 959 0.5622308
"960" 960 0.5781002
"961" 961 0.532759
"962" 962 0.5554296
"963" 963 0.5638177
"964" 964 0.5588302
"965" 965 0.5683518
"966" 966 0.567445
"967" 967 0.5434142
"968" 968 0.5518023
"969" 969 0.5323056
"970" 970 0.5456813
"971" 971 0.5470415
"972" 972 0.5565631
"973" 973 0.5663115
"974" 974 0.5563364
"975" 975 0.5549762
"976" 976 0.5338925
"977" 977 0.5447744
"978" 978 0.5599637
"979" 979 0.5678984
"980" 980 0.5753797
"981" 981 0.5425074
"982" 982 0.5565631
"983" 983 0.5633643
"984" 984 0.5490818
"985" 985 0.5542961
"986" 986 0.5626842
"987" 987 0.5665382
"988" 988 0.5694854
"989" 989 0.5622308
"990" 990 0.5610973
"991" 991 0.5633643
"992" 992 0.561324
"993" 993 0.5624575
"994" 994 0.5576967
"995" 995 0.567445
"996" 996 0.5676717
"997" 997 0.5796871
"998" 998 0.5379732
"999" 999 0.563591
"1000" 1000 0.561324
