"i" "test.power"
"370" 370 0.4930855
"371" 371 0.5085015
"372" 372 0.4404897
"373" 373 0.4921786
"374" 374 0.4778962
"375" 375 0.459533
"376" 376 0.4527318
"377" 377 0.4568125
"378" 378 0.4375425
"379" 379 0.5048742
"380" 380 0.4797098
"381" 381 0.4611199
"382" 382 0.4296078
"383" 383 0.4769893
"384" 384 0.5039674
"385" 385 0.4731353
"386" 386 0.4302879
"387" 387 0.4153253
"388" 388 0.4629336
"389" 389 0.3740648
"390" 390 0.4570392
"391" 391 0.427114
"392" 392 0.4461573
"393" 393 0.4511449
"394" 394 0.4114713
"395" 395 0.4175924
"396" 396 0.474949
"397" 397 0.467241
"398" 398 0.4146452
"399" 399 0.4175924
"400" 400 0.4658808
"401" 401 0.4234867
"402" 402 0.3604625
"403" 403 0.4835638
"404" 404 0.3314441
"405" 405 0.4561324
"406" 406 0.4311947
"407" 407 0.3298572
"408" 408 0.4688279
"409" 409 0.4237134
"410" 410 0.4654273
"411" 411 0.415552
"412" 412 0.4058037
"413" 413 0.5189299
"414" 414 0.4184992
"415" 415 0.4457039
"416" 416 0.4477443
"417" 417 0.4880979
"418" 418 0.4327817
"419" 419 0.4654273
"420" 420 0.3591022
"421" 421 0.4352754
"422" 422 0.440263
"423" 423 0.3833598
"424" 424 0.4715484
"425" 425 0.4726819
"426" 426 0.3300839
"427" 427 0.4679211
"428" 428 0.4946724
"429" 429 0.3992292
"430" 430 0.4563591
"431" 431 0.4751757
"432" 432 0.4481977
"433" 433 0.3557017
"434" 434 0.4339152
"435" 435 0.1571072
"436" 436 0.5175697
"437" 437 0.4840172
"438" 438 0.3817728
"439" 439 0.4098844
"440" 440 0.4615733
"441" 441 0.4797098
"442" 442 0.4572659
"443" 443 0.474949
"444" 444 0.4899116
"445" 445 0.3130809
"446" 446 0.4030832
"447" 447 0.4565858
"448" 448 0.4722285
"449" 449 0.4173657
"450" 450 0.438676
"451" 451 0.4593063
"452" 452 0.4432102
"453" 453 0.4323283
"454" 454 0.4062571
"455" 455 0.4674677
"456" 456 0.4262072
"457" 457 0.4862843
"458" 458 0.4599864
"459" 459 0.3407391
"460" 460 0.4751757
"461" 461 0.4860576
"462" 462 0.4536386
"463" 463 0.4332351
"464" 464 0.4293811
"465" 465 0.4588529
"466" 466 0.3414192
"467" 467 0.4071639
"468" 468 0.459533
"469" 469 0.4992065
"470" 470 0.5007935
"471" 471 0.3720245
"472" 472 0.5080481
"473" 473 0.4887781
"474" 474 0.3951485
"475" 475 0.4053503
"476" 476 0.363183
"477" 477 0.4484244
"478" 478 0.2423487
"479" 479 0.2146905
"480" 480 0.4962594
"481" 481 0.5041941
"482" 482 0.4024031
"483" 483 0.428701
"484" 484 0.4876445
"485" 485 0.4268873
"486" 486 0.4046701
"487" 487 0.4423033
"488" 488 0.5182498
"489" 489 0.4661075
"490" 490 0.4885513
"491" 491 0.4484244
"492" 492 0.4300612
"493" 493 0.4284743
"494" 494 0.4339152
"495" 495 0.5107685
"496" 496 0.3856268
"497" 497 0.4658808
"498" 498 0.4681478
"499" 499 0.2004081
"500" 500 0.4393562
"501" 501 0.4275674
"502" 502 0.2611653
"503" 503 0.450238
"504" 504 0.4314214
"505" 505 0.4670143
"506" 506 0.4389027
"507" 507 0.4679211
"508" 508 0.3727046
"509" 509 0.4853775
"510" 510 0.4958059
"511" 511 0.1425981
"512" 512 0.4255271
"513" 513 0.3572886
"514" 514 0.4742689
"515" 515 0.4536386
"516" 516 0.4268873
"517" 517 0.4996599
"518" 518 0.3983224
"519" 519 0.4663342
"520" 520 0.409431
"521" 521 0.3620494
"522" 522 0.3520744
"523" 523 0.2706869
"524" 524 0.4321016
"525" 525 0.4998866
"526" 526 0.4876445
"527" 527 0.4729086
"528" 528 0.4751757
"529" 529 0.3275901
"530" 530 0.4316482
"531" 531 0.3736114
"532" 532 0.4549989
"533" 533 0.4593063
"534" 534 0.5257311
"535" 535 0.390161
"536" 536 0.457946
"537" 537 0.4663342
"538" 538 0.4234867
"539" 539 0.4740422
"540" 540 0.5048742
"541" 541 0.4819769
"542" 542 0.407844
"543" 543 0.4092043
"544" 544 0.4493312
"545" 545 0.4613466
"546" 546 0.5105418
"547" 547 0.3012922
"548" 548 0.3221492
"549" 549 0.467241
"550" 550 0.4096577
"551" 551 0.4769893
"552" 552 0.4454772
"553" 553 0.4293811
"554" 554 0.4810701
"555" 555 0.4554523
"556" 556 0.2235321
"557" 557 0.4792564
"558" 558 0.5121288
"559" 559 0.2802086
"560" 560 0.36545
"561" 561 0.4599864
"562" 562 0.4665609
"563" 563 0.5202902
"564" 564 0.4769893
"565" 565 0.4676944
"566" 566 0.2507368
"567" 567 0.2802086
"568" 568 0.3792791
"569" 569 0.4856042
