i TypeI_0 TypeI_2
201 0 0
202 0.08377897 0.1283422
203 0 0.005347594
204 0 0.007130125
205 0 0.001782531
206 0.03208556 0.01426025
207 0 0.001782531
208 0 0
209 0 0
210 0.07308378 0.06238859
211 0 0
212 0 0
213 0 0.01782531
214 0 0
215 0.02673797 0.001782531
216 0 0
217 0 0
218 0 0
219 0.03743316 0
220 0.08912656 0.04634581
221 0 0.08199643
222 0.1532977 0
223 0 0
224 0 0
225 0.005347594 0
226 0.001782531 0.01069519
227 0 0.01426025
228 0 0
229 0 0
230 0 0.03743316
231 0 0.1051693
232 0.03386809 0
233 0.05347594 0.4848485
234 0 0.07130125
235 0 0
236 0.09625668 0.02317291
237 0.001782531 0.08734403
238 0.02495544 0.01782531
239 0 0
240 0 0.01604278
241 0 0.01960784
242 0 0
243 0 0
244 0.0285205 0
245 0 0.001782531
246 0 0
247 0 0
248 0 0
249 0 0.005347594
250 0 0.02139037
251 0 0.003565062
252 0 0
253 0 0.02495544
254 0 0.05347594
255 0 0
256 0.057041 0.007130125
257 0.06238859 0
258 0 0.01782531
259 0 0.01069519
260 0 0.01782531
261 0 0
262 0 0
263 0 0.09982175
264 0 0.003565062
265 0 0
266 0.01782531 0.06060606
267 0 0.003565062
268 0 0.0802139
269 0 0
270 0 0.04634581
271 0 0.007130125
272 0.04634581 0.03386809
273 0 0.005347594
274 0 0
275 0 0.001782531
276 0 0.003565062
277 0.005347594 0.1836007
278 0 0
279 0 0.04634581
280 0 0.4474153
281 0 0
282 0 0.3083779
283 0 0
284 0 0
285 0 0
286 0 0.003565062
287 0 0.02139037
288 0 0
289 0.008912656 0.007130125
290 0.02317291 0.04456328
291 0 0
292 0 0
293 0 0
294 0.03386809 0.0285205
295 0.459893 0.4991087
296 0 0
297 0 0.01247772
298 0 0.01782531
299 0.005347594 0.1604278
300 0 0
301 0.01782531 0.008912656
302 0 0.008912656
303 0 0
304 0 0.01069519
305 0 0
306 0.008912656 0.1229947
307 0 0
308 0.03921569 0.07664884
309 0.08734403 0.06951872
310 0 0.03743316
311 0 0.03386809
312 0 0
313 0 0
314 0 0
315 0 0
316 0 0
317 0.4955437 0.4652406
318 0.02495544 0.02495544
319 0.1158645 0.01426025
320 0.007130125 0
321 0 0.003565062
322 0 0
323 0 0.003565062
324 0 0
325 0.0285205 0.3065954
326 0.005347594 0
327 0 0
328 0 0.01247772
329 0 0.01604278
330 0.02317291 0.001782531
331 0 0.03386809
332 0 0
333 0 0
334 0 0
335 0 0
336 0 0
337 0 0
338 0 0
339 0 0.001782531
340 0 0.01426025
341 0 0
342 0 0
343 0 0
344 0 0.07843137
345 0 0
346 0 0.01782531
347 0 0
348 0 0.04634581
349 0 0
350 0 0.4099822
351 0 0.01247772
352 0 0
353 0.003565062 0.01426025
354 0 0
355 0 0
356 0 0
357 0 0.03208556
358 0 0.005347594
359 0 0.3778966
360 0 0
361 0 0
362 0.01782531 0.007130125
363 0 0
364 0 0.003565062
365 0 0.4705882
366 0 0
367 0.03030303 0.008912656
368 0.01069519 0.008912656
369 0.02139037 0.001782531
370 0 0
371 0 0
372 0 0.07130125
373 0 0.01426025
374 0.03208556 0.02139037
375 0 0
376 0 0.05525847
377 0 0
378 0 0.003565062
379 0 0
380 0 0.01782531
381 0.05882353 0.4634581
382 0 0
383 0 0.008912656
384 0 0
385 0 0.005347594
386 0 0.03030303
387 0 0
388 0 0
389 0 0
390 0 0
391 0 0
392 0 0
393 0 0
394 0 0
395 0 0.001782531
396 0 0.001782531
397 0.1746881 0.2406417
398 0 0
399 0 0
400 0 0.02139037

