i TypeI_0 TypeI_2
201 0 0
202 0.1038961 0.1082251
203 0 0
204 0 0
205 0 0
206 0.004329004 0
207 0 0.02597403
208 0 0
209 0 0
210 0 0
211 0 0
212 0 0
213 0 0.1515152
214 0 0
215 0 0
216 0 0
217 0 0
218 0 0
219 0 0
220 0.05627706 0
221 0 0.004329004
222 0.1558442 0.01298701
223 0 0
224 0 0.008658009
225 0 0
226 0 0
227 0 0.008658009
228 0 0
229 0 0
230 0 0
231 0 0.1688312
232 0 0
233 0 0
234 0 0
235 0.1385281 0
236 0 0.02164502
237 0.008658009 0
238 0 0
239 0 0
240 0.004329004 0.03463203
241 0 0
242 0 0
243 0 0
244 0 0
245 0 0
246 0 0.02597403
247 0 0
248 0 0
249 0 0
250 0 0
251 0 0
252 0 0
253 0 0
254 0.01298701 0.03463203
255 0 0
256 0.004329004 0
257 0 0.01298701
258 0.01731602 0.004329004
259 0 0.2900433
260 0 0
261 0 0
262 0 0
263 0 0.06493506
264 0 0
265 0 0
266 0.05627706 0.2121212
267 0 0
268 0 0.01298701
269 0 0
270 0 0.01731602
271 0 0
272 0 0
273 0 0.004329004
274 0.008658009 0
275 0 0
276 0 0
277 0 0.4069264
278 0 0
279 0 0
280 0.01298701 0.04329004
281 0 0
282 0 0.5367965
283 0 0
284 0 0.1298701
285 0 0.4978355
286 0 0
287 0 0.01298701
288 0 0.05194805
289 0 0
290 0.2077922 0.06493506
291 0 0
292 0.004329004 0
293 0 0
294 0.01298701 0.02597403
295 0.2424242 0.5281385
296 0 0
297 0 0
298 0 0
299 0 0
300 0 0.01298701
301 0 0
302 0 0.008658009
303 0 0
304 0 0.008658009
305 0 0
306 0 0
307 0 0
308 0 0
309 0.01731602 0
310 0 0.03463203
311 0 0.004329004
312 0 0
313 0 0
314 0 0
315 0 0
316 0 0
317 0 0.1991342
318 0.07359307 0.01298701
319 0 0
320 0 0
321 0 0.02597403
322 0.01731602 0
323 0 0.04761905
324 0 0
325 0 0
326 0 0
327 0 0
328 0 0
329 0 0
330 0 0
331 0 0
332 0 0.02597403
333 0 0.2337662
334 0 0
335 0 0.6233766
336 0 0.004329004
337 0 0
338 0 0
339 0 0
340 0.05194805 0
341 0 0
342 0.004329004 0.02597403
343 0 0
344 0 0
345 0 0
346 0 0
347 0 0
348 0 0
349 0 0
350 0 0.09090909
351 0 0.01298701
352 0 0.01298701
353 0 0.04329004
354 0 0
355 0 0
356 0 0
357 0.008658009 0.03030303
358 0 0.03030303
359 0.04329004 0.1125541
360 0 0
361 0 0
362 0 0.008658009
363 0 0
364 0 0
365 0 0
366 0 0
367 0 0.03896104
368 0.1125541 0.03030303
369 0 0
370 0 0.0995671
371 0 0
372 0 0.02164502
373 0 0
374 0 0.004329004
375 0 0
376 0 0.1515152
377 0.02597403 0.03463203
378 0 0
379 0 0
380 0.0995671 0.1298701
381 0 0
382 0 0
383 0.06060606 0.03030303
384 0 0
385 0 0.02597403
386 0 0.004329004
387 0 0.02597403
388 0 0
389 0 0.004329004
390 0 0
391 0 0
392 0 0
393 0 0
394 0 0
395 0 0
396 0 0
397 0 0.2467532
398 0 0
399 0 0
400 0 0.01298701

