i TypeI_0 TypeI_2
201 0 0.002722941
202 0.004084411 0.3086
203 0 0.01179941
204 0 0.03040617
205 0.004084411 0.0871341
206 0 0.05196279
207 0.01043794 0.3464942
208 0.0002269117 0.004992058
209 0.003857499 0.001588382
210 0 0.05922396
211 0 0.02564103
212 0 0.001588382
213 0 0.04946676
214 0.0002269117 0.01066485
215 0.0009076469 0.01906059
216 0 0.03812117
217 0.05650102 0.01474926
218 0.0812344 0.2679828
219 0.008849558 0.03562514
220 0 0.006126617
221 0 0.009984116
222 0 0.002042206
223 0 0.02450647
224 0.01837985 0.0115725
225 0.01429544 0.02291808
226 0.002949853 0.007034264
227 0 0.04197867
228 0.001815294 0.1331972
229 0 0.002496029
230 0 0.1039256
231 0 0.01815294
232 0 0.0002269117
233 0 0.02722941
234 0 0.05082823
235 0 0.01270706
236 0.09076469 0.1999092
237 0.0367597 0.0136147
238 0 0.01951441
239 0.0009076469 0.02405264
240 0 0.007488087
241 0.008395734 0.01769912
242 0 0
243 0.01111867 0
244 0.003403676 0.004538235
245 0 0.004765146
246 0 0.006126617
247 0 0.002269117
248 0 0.009303381
249 0.04470161 0.08327661
250 0 0.05559337
251 0 0
252 0 0
253 0.001815294 0
254 0 0.004311323
255 0.12344 0.04356705
256 0 0.001134559
257 0 0.002042206
258 0.008395734 0
259 0 0.01679147
260 0.002722941 0.0006807352
261 0.02019514 0.01906059
262 0.002949853 0.01134559
263 0 0.001588382
264 0 0.06308146
265 0.0004538235 0.03880191
266 0 0.006807352
267 0 0.007261175
268 0 0
269 0 0.001134559
270 0 0
271 0 0.001134559
272 0 0.01996823
273 0 0.004538235
274 0 0
275 0.001815294 0.007034264
276 0 0.002269117
277 0.0115725 0.1788064
278 0.00658044 0.01701838
279 0.009303381 0.06081234
280 0.06444293 0.0329022
281 0 0.005445882
282 0.001134559 0.02927161
283 0.01225323 0
284 0 0.1252553
285 0 0.0004538235
286 0.03380985 0
287 0.01974132 0.0136147
288 0.02042206 0.01588382
289 0.00136147 0.02201044
290 0 0.0251872
291 0 0.004538235
292 0 0
293 0 0
294 0.02541411 0.03494441
295 0 0.0004538235
296 0 0.01179941
297 0.1243476 0.02496029
298 0 0.01724529
299 0.005672793 0.0192875
300 0 0.02473338
301 0 0.01769912
302 0 0.009530293
303 0 0.03653279
304 0 0.01179941
305 0.006353528 0.0004538235
306 0 0.02223735
307 0 0.001588382
308 0 0.005672793
309 0.009757204 0.001588382
310 0.004084411 0.0002269117
311 0 0.01316088
312 0 0.006353528
313 0.002722941 0.005672793
314 0 0.0637622
315 0.007714999 0.01021103
316 0 0.02042206
317 0.1331972 0.06625823
318 0.001134559 0.009530293
319 0 0.04470161
320 0 0
321 0.002269117 0.01497617
322 0 0.001134559
323 0 0.03358294
324 0 0.00136147
325 0 0.02201044
326 0 0.1420467
327 0 0.01679147
328 0 0.02836397
329 0 0.07692308
330 0 0
331 0.1036987 0.1257091
332 0 0.008622646
333 0 0.02450647
334 0 0.001134559
335 0.007034264 0.007941911
336 0 0.01338779
337 0 0.00521897
338 0.0136147 0.01089176
339 0 0
340 0.0009076469 0.02246426
341 0 0.003176764
342 0 0.007261175
343 0 0.003403676
344 0 0.00136147
345 0 0.01406853
346 0.003176764 0.005899705
347 0 0.02473338
348 0.007941911 0.02291808
349 0 0.002042206
350 0.001815294 0.002269117
351 0.01021103 0.01543
352 0 0.008849558
353 0 0
354 0 0.002042206
355 0 0.0009076469
356 0 0
357 0 0.00136147
358 0.04674382 0.004084411
359 0 0.02178353
360 0.008849558 0.02496029
361 0 0
362 0.05060132 0.01429544
363 0.02496029 0.0115725
364 0 0.001588382
365 0.01021103 0.01520309
366 0 0.002722941
367 0.01996823 0.03063308
368 0 0.001588382
369 0 0.008849558
370 0 0.007488087
371 0 0
372 0 0.04810529
373 0.04220558 0
374 0 0.001134559
375 0 0.01656456
376 0.006353528 0.0002269117
377 0.008395734 0.03426367
378 0 0
379 0 0.06716587
380 0.08395734 0.05650102
381 0.007941911 0.01225323
382 0.005445882 0
383 0 0.01111867
384 0 0.002722941
385 0.2080781 0.01225323
386 0 0.001134559
387 0.006126617 0.02223735
388 0 0.00136147
389 0 0.06149308
390 0 0.01089176
391 0 0.0251872
392 0.0009076469 0.003176764
393 0.001134559 0.005672793
394 0 0.0002269117
395 0.02654867 0.03902882
396 0.007034264 0.06058543
397 0 0
398 0 0.005445882
399 0 0
400 0 0.05400499

