i TypeI_0 TypeI_2
1 0.003857499 0.004084411
2 0.0004538235 0.009757204
3 0.007261175 0.008849558
4 0 0
5 0 0
6 0.001815294 0.02836397
7 0 0.007261175
8 0 0.001815294
9 0 0.08191514
10 0.003630588 0.05627411
11 0 0
12 0.01338779 0.002042206
13 0.4206943 0.3430905
14 0 0.02087588
15 0.03539823 0.08531881
16 0.1127751 0.05287043
17 0 0.009076469
18 0 0.002042206
19 0 0
20 0.002269117 0.001134559
21 0.03562514 0.1000681
22 0 0.01520309
23 0 0.00521897
24 0.0004538235 0.003176764
25 0.006353528 0.0889494
26 0 0.004084411
27 0 0.003630588
28 0 0.01497617
29 0.01543 0.03698661
30 0.002042206 0.03199455
31 0.04492852 0.02087588
32 0 0.03040617
33 0 0.02223735
34 0.003176764 0.02155661
35 0.006807352 0.07283867
36 0 0
37 0 0.002042206
38 0.2761516 0.336737
39 0 0.003176764
40 0 0.002496029
41 0.007488087 0.01248015
42 0 0.005899705
43 0 0.01111867
44 0.2266848 0.2884048
45 0.008622646 0.009076469
46 0 0.04402088
47 0.01111867 0
48 0.0213297 0.0002269117
49 0 0.02927161
50 0.009303381 0.05082823
51 0.110506 0.01860676
52 0 0.005445882
53 0.0004538235 0.007941911
54 0.09598366 0.01996823
55 0.01588382 0.01043794
56 0 0.03154073
57 0.00658044 0.004311323
58 0 0.0004538235
59 0.03721352 0.01270706
60 0.02246426 0.2604947
61 0.01270706 0.001134559
62 0.02087588 0.01792603
63 0 0.02768323
64 0 0.02836397
65 0 0.001815294
66 0 0.01815294
67 0 0.01293397
68 0 0
69 0 0.0009076469
70 0 0.008168822
71 0.03721352 0.0329022
72 0.002949853 0.04492852
73 0 0
74 0 0.0136147
75 0.0004538235 0
76 0 0.007034264
77 0 0.05672793
78 0 0.02042206
79 0.08350352 0.300658
80 0.007941911 0.02269117
81 0 0
82 0 0.005672793
83 0 0.02496029
84 0.0004538235 0
85 0 0.009076469
86 0.003857499 0.00521897
87 0 0.0002269117
88 0.0542319 0.0174722
89 0 0.005899705
90 0 0.01134559
91 0.02745632 0.008395734
92 0.007941911 0.009530293
93 0.02722941 0.03086
94 0 0.004538235
95 0.0465169 0.0406172
96 0.05650102 0.05559337
97 0 0.0009076469
98 0.008622646 0.00658044
99 0.001588382 0.05922396
100 0 0.02496029
101 0 0
102 0.07215793 0.3226685
103 0.002949853 0.02450647
104 0.120944 0.03721352
105 0 0
106 0 0.02269117
107 0 0.00658044
108 0.07760381 0.0270025
109 0 0.006807352
110 0.0002269117 0.0115725
111 0.03812117 0.06830043
112 0.0004538235 0.08214205
113 0 0.0006807352
114 0.003630588 0.01837985
115 0 0.01883367
116 0 0.002269117
117 0.05082823 0.2884048
118 0.01406853 0.05627411
119 0.001588382 0.009076469
120 0 0.0004538235
121 0 0.01611073
122 0.004311323 0.03585205
123 0 0.01338779
124 0.001588382 0.01429544
125 0 0.002949853
126 0 0.0002269117
127 0.02768323 0.007714999
128 0.4656229 0.3480826
129 0.143862 0.0290447
130 0.01225323 0.009984116
131 0 0.04107102
132 0 0.04265941
133 0.00521897 0.04674382
134 0 0.02337191
135 0.01792603 0.001588382
136 0 0
137 0 0.03562514
138 0 0.01769912
139 0.0004538235 0.05014749
140 0.02496029 0.01225323
141 0 0.02291808
142 0.009530293 0.03017926
143 0 0.01588382
144 0 0.0002269117
145 0 0.007714999
146 0 0.005445882
147 0 0.003630588
148 0 0.003857499
149 0 0.0002269117
150 0 0.0009076469
151 0 0
152 0.03380985 0.01837985
153 0.1241207 0.07283867
154 0.002722941 0.1710914
155 0 0.0006807352
156 0 0.01111867
157 0 0.0009076469
158 0 0.002269117
159 0.0004538235 0.02768323
160 0 0
161 0.03812117 0.07238484
162 0 0
163 0.01996823 0.01996823
164 0 0.02019514
165 0.0270025 0.2743363
166 0.001134559 0.03449058
167 0 0
168 0 0.01021103
169 0 0
170 0 0.01338779
171 0.05740867 0.04810529
172 0 0.01134559
173 0 0.001815294
174 0 0.04606308
175 0 0.007488087
176 0 0.02178353
177 0 0.01679147
178 0 0.06035852
179 0 0.01293397
180 0 0.01179941
181 0 0.04492852
182 0.02768323 0.003857499
183 0 0.02859088
184 0 0.004538235
185 0 0.04969367
186 0.0002269117 0.0213297
187 0 0
188 0.001815294 0.002042206
189 0 0
190 0 0.01474926
191 0.006353528 0.003630588
192 0.001815294 0.326526
193 0 0.2702519
194 0 0.003403676
195 0 0.006807352
196 0.01520309 0.004538235
197 0.00136147 0.03131382
198 0.0009076469 0
199 0 0.05491264
200 0 0.002722941

