i TypeI_0 TypeI_2
801 0.08199643 0.06060606
802 0 0.08199643
803 0.1426025 0.04099822
804 0 0
805 0 0
806 0 0.008912656
807 0 0.007130125
808 0 0
809 0 0
810 0 0
811 0 0
812 0 0.03743316
813 0 0
814 0 0
815 0 0.02139037
816 0 0.0285205
817 0 0.03030303
818 0 0.01604278
819 0 0.01069519
820 0 0.007130125
821 0 0
822 0.001782531 0.01247772
823 0 0
824 0 0
825 0 0.07664884
826 0 0
827 0 0
828 0 0.008912656
829 0 0.008912656
830 0 0.08377897
831 0.0285205 0
832 0 0
833 0.04278075 0
834 0 0
835 0 0
836 0.003565062 0.005347594
837 0 0
838 0 0
839 0 0
840 0 0.0285205
841 0 0
842 0.003565062 0
843 0 0.005347594
844 0 0
845 0 0
846 0 0
847 0 0
848 0 0
849 0 0.003565062
850 0 0.003565062
851 0 0.01960784
852 0.02673797 0.008912656
853 0 0.03743316
854 0.005347594 0
855 0 0.04812834
856 0 0.04099822
857 0 0
858 0 0.05525847
859 0 0
860 0.114082 0.4795009
861 0 0.03565062
862 0 0
863 0 0
864 0 0
865 0 0.005347594
866 0 0
867 0.02139037 0.07130125
868 0 0
869 0 0
870 0.01247772 0.06595365
871 0.2477718 0.1657754
872 0.04278075 0.008912656
873 0.005347594 0
874 0 0.003565062
875 0 0.003565062
876 0 0.01960784
877 0 0
878 0 0
879 0 0.03030303
880 0.007130125 0.03386809
881 0 0
882 0 0
883 0 0.01960784
884 0 0
885 0 0.02495544
886 0 0.003565062
887 0.05882353 0.001782531
888 0 0.003565062
889 0 0.0802139
890 0.1158645 0.1515152
891 0.01247772 0.03743316
892 0.001782531 0.02495544
893 0 0.005347594
894 0 0
895 0.003565062 0.02139037
896 0 0
897 0 0.03386809
898 0 0
899 0.06238859 0
900 0.005347594 0.01247772
901 0 0
902 0 0
903 0 0.06951872
904 0 0.1229947
905 0.03208556 0
906 0 0.007130125
907 0 0.2103387
908 0 0.001782531
909 0 0.0285205
910 0 0.03208556
911 0 0.01426025
912 0 0
913 0 0.0285205
914 0 0
915 0.3137255 0.1265597
916 0 0.06417112
917 0 0.03386809
918 0 0
919 0.008912656 0.03743316
920 0 0.003565062
921 0.005347594 0
922 0 0
923 0 0.01782531
924 0 0
925 0 0
926 0 0.01960784
927 0.09090909 0
928 0 0
929 0 0.008912656
930 0.005347594 0.07486631
931 0 0
932 0.01960784 0
933 0 0.003565062
934 0 0
935 0 0.08734403
936 0 0.04634581
937 0 0
938 0 0
939 0 0
940 0 0
941 0.1069519 0.1729055
942 0 0.001782531
943 0 0
944 0 0.09803922
945 0 0
946 0 0
947 0.09090909 0
948 0 0
949 0.02495544 0.01069519
950 0 0.003565062
951 0 0
952 0 0
953 0 0.02139037
954 0 0
955 0 0.02673797
956 0 0
957 0 0.06417112
958 0.02139037 0.06238859
959 0 0.04812834
960 0 0
961 0 0.01069519
962 0 0.05882353
963 0 0
964 0 0.0802139
965 0 0
966 0 0.003565062
967 0.04278075 0.0802139
968 0 0.02139037
969 0 0.01069519
970 0.01426025 0
971 0.2317291 0.342246
972 0 0.003565062
973 0.007130125 0.04634581
974 0 0
975 0 0.003565062
976 0 0.01069519
977 0.14082 0.201426
978 0 0
979 0 0.01426025
980 0 0
981 0 0
982 0 0
983 0.02317291 0.01604278
984 0 0
985 0 0.02139037
986 0 0.1283422
987 0 0.08199643
988 0 0
989 0 0
990 0.008912656 0.04099822
991 0.007130125 0.003565062
992 0 0.03030303
993 0 0.516934
994 0.01247772 0
995 0.005347594 0
996 0 0
997 0 0.003565062
998 0.005347594 0
999 0 0.01426025
1000 0 0

