i TypeI_0 TypeI_2
601 0 0
602 0 0.004311323
603 0.07329249 0.05786249
604 0 0.008622646
605 0.07646925 0.03993646
606 0 0.3049694
607 0.04424779 0.002949853
608 0 0.07125028
609 0 0.002269117
610 0 0.04039029
611 0 0.01474926
612 0.1350125 0.3303835
613 0.007714999 0.02405264
614 0.001815294 0
615 0 0.00136147
616 0 0.01452235
617 0.02564103 0.04424779
618 0 0.02064897
619 0 0.008849558
620 0 0.01656456
621 0.04175176 0.005899705
622 0.004084411 0.009984116
623 0.001588382 0.04855911
624 0 0.003176764
625 0 0.005445882
626 0.02269117 0
627 0 0
628 0 0.0004538235
629 0 0.04107102
630 0 0.001134559
631 0.002722941 0.04402088
632 0.0004538235 0.007941911
633 0 0.05060132
634 0.001134559 0.002722941
635 0 0.0213297
636 0.003630588 0.04719764
637 0 0.008395734
638 0 0.02019514
639 0.004084411 0.01452235
640 0.001134559 0.01406853
641 0 0.03063308
642 0.01089176 0.007034264
643 0.001134559 0.00658044
644 0 0.04492852
645 0.00521897 0.03063308
646 0.413887 0.2836397
647 0 0.002722941
648 0 0.03222147
649 0.0002269117 0.08191514
650 0 0.1016565
651 0.0002269117 0.1350125
652 0.0004538235 0.0136147
653 0 0
654 0 0.02382573
655 0 0
656 0 0
657 0.01906059 0.02291808
658 0.1511232 0.0542319
659 0.01202632 0.1009757
660 0 0.01452235
661 0.06421602 0.02450647
662 0 0
663 0 0.0009076469
664 0.06512367 0.1093715
665 0 0.3072385
666 0 0
667 0 0
668 0.02337191 0.03948264
669 0 0.002042206
670 0.002722941 0.0009076469
671 0 0
672 0.00658044 0.01225323
673 0.1817563 0.05718176
674 0 0
675 0 0
676 0 0
677 0 0
678 0 0.07624234
679 0.05763558 0
680 0 0
681 0 0
682 0 0.004311323
683 0 0.01316088
684 0 0.01248015
685 0.1277513 0.04265941
686 0 0.008168822
687 0.001588382 0.06081234
688 0 0.006353528
689 0.002269117 0.01384162
690 0 0.004992058
691 0.01837985 0.001134559
692 0.005672793 0.002949853
693 0.00136147 0.03653279
694 0 0.03017926
695 0.003857499 0.007261175
696 0.02722941 0.3449058
697 0.01089176 0.01134559
698 0 0.005672793
699 0 0.002042206
700 0 0.005672793
701 0 0.001815294
702 0 0.002269117
703 0 0.01043794
704 0 0
705 0.003857499 0.002949853
706 0 0.04084411
707 0 0.009984116
708 0 0.00136147
709 0.01588382 0.02745632
710 0 0.02564103
711 0.006353528 0.01111867
712 0 0.0002269117
713 0.05513955 0.01066485
714 0 0.1139097
715 0 0.01837985
716 0 0.01021103
717 0 0
718 0.003630588 0.06807352
719 0.0002269117 0
720 0 0
721 0 0.0004538235
722 0 0.006807352
723 0.0004538235 0.05309735
724 0.04923985 0.05718176
725 0.1597459 0.03358294
726 0.01429544 0.01815294
727 0 0.01792603
728 0.003857499 0.1881098
729 0 0.004992058
730 0 0.001134559
731 0 0.01179941
732 0.06739278 0.05922396
733 0 0
734 0 0
735 0 0
736 0.008622646 0.02223735
737 0 0.04084411
738 0 0.01248015
739 0 0.2963467
740 0.0483322 0.08236896
741 0.01543 0.004765146
742 0 0.01179941
743 0 0.005899705
744 0 0.00136147
745 0 0.009530293
746 0.001815294 0.02881779
747 0.009076469 0.007261175
748 0 0.007034264
749 0 0.01474926
750 0.01951441 0
751 0 0.04107102
752 0 0
753 0.3539823 0.02632176
754 0 0.03403676
755 0 0.01974132
756 0 0.0002269117
757 0.02564103 0.0580894
758 0 0
759 0.006126617 0.01520309
760 0 0.0006807352
761 0 0.00136147
762 0.004538235 0.03834808
763 0 0.2716133
764 0 0.003857499
765 0 0.0009076469
766 0 0.2387111
767 0 0.001134559
768 0.001134559 0.004992058
769 0 0.0004538235
770 0 0.00521897
771 0 0.04039029
772 0 0.003857499
773 0.0004538235 0.009076469
774 0 0
775 0.01066485 0.002496029
776 0 0.0004538235
777 0 0
778 0 0
779 0 0.002042206
780 0.04356705 0.008849558
781 0.03585205 0.009757204
782 0 0.02427956
783 0 0.003176764
784 0 0.004311323
785 0 0.005672793
786 0 0.007488087
787 0 0.04152485
788 0 0.0009076469
789 0 0.0002269117
790 0.2126163 0.0465169
791 0.01565691 0.02791014
792 0.003630588 0.00521897
793 0.006807352 0.02654867
794 0 0
795 0 0.00136147
796 0 0.03449058
797 0 0
798 0 0.00136147
799 0 0.005899705
800 0.01089176 0.004311323

