i TypeI_0 TypeI_2
401 0 0
402 0 0
403 0 0
404 0 0.01247772
405 0 0
406 0 0
407 0 0
408 0 0
409 0 0.001782531
410 0 0.03565062
411 0 0.008912656
412 0.06951872 0
413 0 0
414 0.06060606 0.06773619
415 0 0
416 0.08199643 0.4242424
417 0 0
418 0 0
419 0 0
420 0 0.05347594
421 0 0.08912656
422 0 0
423 0 0.003565062
424 0.04099822 0.007130125
425 0 0
426 0 0.007130125
427 0 0
428 0.007130125 0.001782531
429 0 0.0285205
430 0.008912656 0.01247772
431 0 0.003565062
432 0 0.02317291
433 0 0
434 0.01960784 0.01069519
435 0 0.001782531
436 0 0
437 0 0
438 0.007130125 0
439 0.1354724 0.01069519
440 0 0
441 0 0.06238859
442 0 0
443 0.005347594 0
444 0.005347594 0.1229947
445 0 0
446 0 0.01069519
447 0 0
448 0 0
449 0 0
450 0 0
451 0 0
452 0 0.1051693
453 0.03743316 0.005347594
454 0.005347594 0
455 0 0
456 0 0
457 0 0
458 0 0
459 0.007130125 0
460 0.2263815 0.01782531
461 0 0.02317291
462 0.001782531 0
463 0 0.003565062
464 0.01782531 0
465 0 0
466 0.06595365 0
467 0 0.01604278
468 0 0.003565062
469 0.005347594 0
470 0 0.3903743
471 0.02673797 0.007130125
472 0.01426025 0.01069519
473 0 0.02139037
474 0 0
475 0.144385 0.03921569
476 0 0
477 0 0.02317291
478 0.05347594 0.02317291
479 0.0855615 0.007130125
480 0 0
481 0 0
482 0 0
483 0.007130125 0.05882353
484 0 0
485 0 0.001782531
486 0 0
487 0.04991087 0
488 0.01960784 0.003565062
489 0 0.02495544
490 0 0
491 0 0.008912656
492 0 0
493 0 0
494 0.09447415 0.02495544
495 0 0.01247772
496 0 0
497 0 0.1158645
498 0.09447415 0.0516934
499 0 0
500 0 0
501 0 0.003565062
502 0 0
503 0 0.2459893
504 0 0
505 0 0
506 0.03030303 0.1194296
507 0 0
508 0 0
509 0.007130125 0
510 0 0.06951872
511 0 0
512 0.2263815 0.02673797
513 0 0.05525847
514 0 0
515 0 0.09447415
516 0 0.0285205
517 0 0.01604278
518 0 0.001782531
519 0 0
520 0 0.07664884
521 0 0
522 0 0.06773619
523 0 0
524 0 0
525 0 0.005347594
526 0.01604278 0
527 0 0
528 0 0.001782531
529 0 0
530 0 0.003565062
531 0.04278075 0.01960784
532 0 0
533 0 0
534 0.005347594 0.4581105
535 0 0
536 0 0
537 0.3030303 0.513369
538 0.005347594 0
539 0 0.114082
540 0 0.005347594
541 0.01069519 0.0516934
542 0 0
543 0 0.003565062
544 0 0
545 0 0.01247772
546 0 0.005347594
547 0.2959002 0.1497326
548 0 0
549 0 0
550 0 0.03565062
551 0 0
552 0.144385 0.01960784
553 0 0.02495544
554 0 0.001782531
555 0 0
556 0 0
557 0 0
558 0 0
559 0 0.007130125
560 0 0.03921569
561 0.04991087 0.02495544
562 0.1729055 0.04812834
563 0 0.1033868
564 0 0
565 0 0
566 0.005347594 0
567 0.005347594 0
568 0 0
569 0 0
570 0 0.01069519
571 0 0
572 0.09447415 0.01247772
573 0 0
574 0.01426025 0.02317291
575 0 0.0516934
576 0 0
577 0 0
578 0.1247772 0.4385027
579 0 0
580 0 0.003565062
581 0 0
582 0.057041 0.1390374
583 0 0.07486631
584 0.1675579 0.05525847
585 0 0
586 0 0
587 0.1105169 0.06238859
588 0 0.001782531
589 0 0
590 0 0
591 0 0.005347594
592 0 0
593 0 0.007130125
594 0.01782531 0.06238859
595 0 0.02139037
596 0 0.01426025
597 0 0
598 0.02139037 0.03565062
599 0 0
600 0 0.003565062

