i TypeI_0 TypeI_2
401 0 0
402 0 0
403 0 0
404 0 0
405 0 0
406 0 0
407 0 0
408 0.02597403 0.01731602
409 0 0.008658009
410 0 0
411 0 0.02164502
412 0 0.05194805
413 0 0.01298701
414 0 0.03463203
415 0 0
416 0 0
417 0 0
418 0 0
419 0 0.06493506
420 0 0
421 0 0
422 0 0
423 0 0
424 0 0
425 0 0
426 0 0
427 0 0.05194805
428 0 0
429 0 0
430 0 0
431 0 0
432 0 0
433 0 0
434 0 0
435 0 0
436 0 0
437 0.01731602 0
438 0 0.02164502
439 0 0
440 0 0
441 0 0.02597403
442 0 0
443 0 0
444 0 0.2467532
445 0 0
446 0 0.01298701
447 0 0
448 0 0.1168831
449 0 0
450 0 0
451 0 0.004329004
452 0 0
453 0.05194805 0
454 0 0
455 0 0.1038961
456 0 0
457 0 0
458 0 0
459 0 0
460 0.004329004 0
461 0 0.02597403
462 0 0
463 0.004329004 0
464 0 0
465 0 0
466 0 0
467 0 0
468 0 0
469 0 0
470 0 0
471 0 0
472 0 0
473 0 0.4155844
474 0 0.5541126
475 0.01298701 0.1471861
476 0 0
477 0 0.01298701
478 0.02597403 0.03896104
479 0 0
480 0 0
481 0 0
482 0 0
483 0.06493506 0.03896104
484 0 0
485 0 0
486 0 0
487 0.004329004 0
488 0 0
489 0 0.08225108
490 0 0
491 0 0
492 0 0
493 0 0
494 0 0
495 0 0
496 0.04329004 0.09090909
497 0 0
498 0.1515152 0.08225108
499 0 0
500 0.01731602 0.03463203
501 0 0
502 0 0
503 0 0.06493506
504 0 0
505 0 0
506 0.3549784 0.1645022
507 0 0
508 0 0
509 0 0.07792208
510 0 0.004329004
511 0 0
512 0.1298701 0.01731602
513 0 0.05194805
514 0 0.01731602
515 0 0
516 0 0
517 0 0.004329004
518 0 0
519 0 0
520 0 0.04329004
521 0 0
522 0 0.09090909
523 0 0
524 0 0
525 0 0
526 0 0
527 0 0
528 0 0.03030303
529 0 0
530 0 0
531 0 0.004329004
532 0 0
533 0 0.02597403
534 0 0.6017316
535 0 0
536 0 0
537 0 0.5930736
538 0.04761905 0
539 0 0.1038961
540 0 0
541 0 0
542 0 0
543 0 0
544 0 0
545 0 0.1645022
546 0 0
547 0 0
548 0 0.07359307
549 0 0
550 0 0.05194805
551 0 0
552 0.1082251 0
553 0.004329004 0.0995671
554 0 0.2467532
555 0 0
556 0 0
557 0 0
558 0.008658009 0.004329004
559 0 0
560 0 0
561 0 0.004329004
562 0.1991342 0
563 0.008658009 0.03896104
564 0 0
565 0 0
566 0.01298701 0
567 0 0
568 0 0
569 0 0
570 0 0
571 0 0
572 0 0
573 0 0
574 0 0
575 0 0
576 0 0
577 0 0
578 0 0
579 0 0
580 0 0.1125541
581 0 0
582 0.1255411 0
583 0 0.1904762
584 0 0
585 0 0
586 0 0
587 0 0.02597403
588 0 0
589 0 0
590 0.008658009 0
591 0 0
592 0 0.008658009
593 0 0
594 0 0
595 0 0
596 0 0.6406926
597 0 0
598 0.06493506 0.02597403
599 0 0
600 0.01731602 0

