"";"p0";"h";"phiZero";"phiOne";"phiTwo";"zeroVariance";"firstVariance";"secondVariance";"ESS";"LeftIntervalZero";"RightIntervalZero";"LeftIntervalFirst";"RightIntervalFirst";"LeftIntervalSecond";"RightIntervalSecond";"ZeroInZero";"ZeroSmallerZero";"ZeroBiggerZero";"ZeroInFirst";"ZeroSmallerFirst";"ZeroBiggerFirst";"ZeroInSecond";"ZeroSmallerSecond";"ZeroBiggerSecond";"ColorCodeZero";"ColorCodeFirst";"ColorCodeSecond";"distanceZero";"distanceFirst";"distanceSecond"
"1";0,0196078431372549;0,04;0,0304782863694904;3,36230616703603;-11,7532616372772;0,000947953778376486;2,6100699764685;1023,65713928702;6,92926324278213;-0,0494746096184719;0,0712154960829429;0,195844998201989;6,52876733587007;-74,4616083471102;50,9550850725558;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"camel";"blue";"green";-0,989912855698144;-2,0811873700678;0,367350930435668
"2";0,0392156862745098;0,04;0,0959115258781763;3,2474830779376;-17,8710835720522;0,00214907015290875;1,02040589263031;636,312420801122;8,65381914570344;-0,0341642973937087;0,147555976601042;1,2676226745422;5,22734348133299;-67,3116333424957;31,5694661983913;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"camel";"blue";"green";-2,06892860428922;-3;0,708460571910293
"3";0,0588235294117647;0,04;0,157777223647937;2,9229809574034;-20,9841692365694;0,00292795602768083;0,40096664737446;370,714102680996;9,79056700970835;-0,0071011147502151;0,205008503222559;1,68189398850849;4,16406792629832;-58,7211929626082;16,7528544894694;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"camel";"blue";"green";-2,91582888966751;-3;1,0898637965662
"4";0,0784313725490196;0,04;0,211173859036516;2,50895780046016;-21,1861316027011;0,00306693011939417;0,204206234886694;203,42629023528;10,3819617743904;0,0241999337277646;0,241285039247229;1,62326606952539;3,39464953139493;-49,1406252841363;6,76836207873405;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"yellow";"blue";"green";-3;-3;1,48541609754129
"5";0,0980392156862745;0,04;0,254801542113845;2,09977532343701;-19,1058865107519;0,00283562101791432;0,15485895920759;107,834128855158;10,6247831739493;0,0523931673267485;0,261131485528392;1,32848788362517;2,87106276324885;-39,4587822620329;1,24700924052907;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"yellow";"blue";"green";-3;-3;1,83987821248613
"6";0,117647058823529;0,04;0,289615446605378;1,75058180772705;-15,453027124624;0,00251935105516194;0,139034887341779;60,1586986411101;10,703461037122;0,0735916459508809;0,270345129612816;1,01976254528025;2,48140107017385;-30,6549073878142;-0,251146861433751;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;"yellow";"blue";"cyan";-3;-3;1,99234411086116
"7";0,137254901960784;0,04;0,317678432139702;1,48726576814614;-10,9877167591798;0,00227910173527353;0,122880561987276;40,5795985735769;10,7235762926184;0,0868549699451205;0,273992090412715;0,800213645860016;2,17431789043227;-23,4731024913345;1,49766897297501;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"yellow";"blue";"green";-3;-3;1,7248589336617
"8";0,156862745098039;0,04;0,341556906148662;1,3143334115539;-6,667083061856;0,00216812950014547;0,103549890993887;35,3548637047567;10,7276337108212;0,0934320101185909;0,275956311982655;0,683633290941593;1,94503353216621;-18,3210202949578;4,9868541712458;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"yellow";"blue";"green";-3;-3;1,12127278719664
"9";0,176470588235294;0,04;0,363655442969455;1,21784423695786;-3,38915445100431;0,00217926241261082;0,0857109863338001;35,3012842092174;10,7282793099183;0,0956886973420003;0,278681012126321;0,64403658235366;1,79165189156205;-15,0342576968896;8,25594879488099;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"yellow";"blue";"green";-3;-3;0,570421792040288
"10";0,196078431372549;0,04;0,385639677743559;1,17105162897834;-1,6629211776982;0,00226476592748264;0,0735626960383797;34,3244828151742;10,728360330979;0,0962874287749894;0,28283506396703;0,639461497795791;1,70264176016088;-13,1457817653791;9,81993940998268;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"yellow";"blue";"green";-3;-3;0,283837428185275
"11";0,215686274509804;0,04;0,408262172190364;1,14160515771328;-1,60179901405437;0,00235527083986987;0,0681749102615178;30,1849162476236;10,7283683493172;0,0974566254853743;0,287695169875745;0,629852179828311;1,65335813559826;-12,3699981564991;9,16640012839034;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"yellow";"blue";"green";-3;-3;0,291549992388567
"12";0,235294117647059;0,04;0,431159706316531;1,1004310077508;-2,70275446232006;0,00240685436020732;0,0669300989765041;26,5336695879492;10,7283689749936;0,0997103396596317;0,292020837679314;0,593371623572554;1,60749039192905;-12,7986941949062;7,39318527026606;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;"yellow";"blue";"green";-3;-3;0,524696219025993
