"DIE_Location" "Vth" "F10e4Hz" "F10e3Hz" "F10e2Hz" "Bias_cond"
"268" "0_0" 0.422 -2.47249996826614 -1.22916754207171 1.8178165821359 "vd1vg1"
"269" "0_1" 0.414 -1.91526208048912 -0.12206088962602 2.01224511858446 "vd1vg1"
"270" "0_2" 0.39 -2.39909707497883 -0.314598825695089 1.77373172527706 "vd1vg1"
"271" "0_6" 0.398 -1.71541680576183 -0.449802675997059 2.40419129256478 "vd1vg1"
"272" "0_m1" 0.438 -2.24346412573236 -0.410962537762817 1.72666953715119 "vd1vg1"
"273" "0_m2" 0.394 -2.09120206347249 -0.384837027355434 1.8913607489202 "vd1vg1"
"274" "0_m3" 0.402 -2.21843722138125 -0.684172725099902 2.09944812653325 "vd1vg1"
"275" "0_m4" 0.402 -1.40550783896058 1.15301156818834 3.69701881955083 "vd1vg1"
"276" "0_m5" 0.434 -1.79455659676428 -0.269318412490406 2.53526752919876 "vd1vg1"
"277" "0_m6" 0.44 -1.72410650283851 0.267733305723315 2.49559465050634 "vd1vg1"
"278" "0_m7" 0.398 -1.53306308924376 -0.116023439208039 2.78333038177957 "vd1vg1"
"279" "1_0" 0.414 -2.01341480540735 -0.453386923594888 2.02334107403209 "vd1vg1"
"280" "1_1" 0.418 -1.71848334694069 -0.284542501703513 2.13059289581079 "vd1vg1"
"281" "1_2" 0.414 -1.77873889650896 -0.349865207599532 2.81392823663958 "vd1vg1"
"282" "1_3" 0.372 -2.26772258552419 -0.0602367012456 2.9401634860956 "vd1vg1"
"283" "1_4" 0.394 -1.96910715580937 0.865866504225608 3.38018007292714 "vd1vg1"
"284" "1_5" 0.394 -1.34591591378055 0.257100546639325 2.79782904318722 "vd1vg1"
"285" "1_m1" 0.434 -1.99843518450563 -0.517526559998164 1.7316601053012 "vd1vg1"
"286" "1_m2" 0.382 -2.26043835923125 -0.868315169122223 2.19209549974363 "vd1vg1"
"287" "1_m3" 0.41 -2.38911206729907 -0.446973231925142 2.08433642536827 "vd1vg1"
"288" "1_m5" 0.446 -2.15604144139293 -0.531985433144239 2.25911692572689 "vd1vg1"
"289" "1_m6" 0.45 -2.13007839020361 -0.326202494619153 2.34133453984558 "vd1vg1"
"290" "2_0" 0.392 -2.08294738211255 -0.333742894726335 1.71638373739718 "vd1vg1"
