"DIE_Location" "Vth" "F10e4Hz" "F10e3Hz" "F10e2Hz" "Bias_cond"
"303" "m5_m2" 0.41 1.42186e-12 4.93232e-12 5.97692e-11 "vd05vg1"
"304" "m5_m3" 0 0 0 0 "vd05vg1"
"305" "m6_0" 0.438 4.75812e-13 9.13193e-13 8.66113e-12 "vd05vg1"
"306" "m6_m1" 0.41 4.46459e-13 1.27783e-12 8.63765e-12 "vd05vg1"
"307" "0_0" 0.422 1.65288e-13 5.73078e-13 1.20643e-11 "vd1vg1"
"308" "0_1" 0.414 2.88567e-13 1.7339e-12 1.46535e-11 "vd1vg1"
"309" "0_2" 0.39 1.77877e-13 1.43023e-12 1.1544e-11 "vd1vg1"
"310" "0_3" 0 0 0 0 "vd1vg1"
"311" "0_4" 0 0 0 0 "vd1vg1"
"312" "0_5" 0 0 0 0 "vd1vg1"
"313" "0_6" 0.398 3.52402e-13 1.24936e-12 2.16851e-11 "vd1vg1"
"314" "0_m1" 0.438 2.07831e-13 1.29884e-12 1.10133e-11 "vd1vg1"
"315" "0_m2" 0.394 2.42012e-13 1.33322e-12 1.2985e-11 "vd1vg1"
"316" "0_m3" 0.402 2.13098e-13 9.8833e-13 1.59887e-11 "vd1vg1"
"317" "0_m4" 0.402 4.8043e-13 6.20556e-12 7.90004e-11 "vd1vg1"
"318" "0_m5" 0.434 3.25588e-13 1.49648e-12 2.47222e-11 "vd1vg1"
"319" "0_m6" 0.44 3.49353e-13 2.56041e-12 2.37606e-11 "vd1vg1"
"320" "0_m7" 0.398 4.22896e-13 1.7444e-12 3.16825e-11 "vd1vg1"
"321" "1_0" 0.414 2.61589e-13 1.24489e-12 1.4817e-11 "vd1vg1"
"322" "1_1" 0.418 3.51323e-13 1.47387e-12 1.64945e-11 "vd1vg1"
"323" "1_2" 0.414 3.30779e-13 1.38067e-12 3.26669e-11 "vd1vg1"
"324" "1_3" 0.372 2.0285e-13 1.84448e-12 3.70622e-11 "vd1vg1"
"325" "1_4" 0.394 2.7344e-13 4.65667e-12 5.75477e-11 "vd1vg1"
"326" "1_5" 0.394 5.0993e-13 2.53333e-12 3.21452e-11 "vd1vg1"
"327" "1_m1" 0.434 2.65537e-13 1.16755e-12 1.10684e-11 "vd1vg1"
"328" "1_m2" 0.382 2.04333e-13 8.2211e-13 1.75408e-11 "vd1vg1"
"329" "1_m3" 0.41 1.79662e-13 1.2529e-12 1.57489e-11 "vd1vg1"
"330" "1_m4" 0 0 0 0 "vd1vg1"
"331" "1_m5" 0.446 2.26818e-13 1.15079e-12 1.87567e-11 "vd1vg1"
"332" "1_m6" 0.45 2.32784e-13 1.41373e-12 2.0364e-11 "vd1vg1"
"333" "2_0" 0.392 2.44018e-13 1.40311e-12 1.09006e-11 "vd1vg1"
"334" "2_1" 0.422 2.66332e-13 6.58731e-13 1.06431e-11 "vd1vg1"
"335" "2_2" 0.398 2.04295e-13 1.46935e-12 1.67132e-11 "vd1vg1"
"336" "2_3" 0.398 3.35985e-13 1.78557e-12 2.45814e-11 "vd1vg1"
"337" "2_4" 0 0 0 0 "vd1vg1"
"338" "2_m1" 0.414 3.08821e-13 8.495e-13 1.07397e-11 "vd1vg1"
"339" "2_m2" 0.418 2.62643e-13 9.68526e-13 1.66641e-11 "vd1vg1"
"340" "2_m3" 0.398 2.03982e-13 1.14676e-12 1.46527e-11 "vd1vg1"
"341" "2_m4" 0.466 3.74e-12 8.82533e-11 6.65667e-10 "vd1vg1"
"342" "2_m5" 0.446 3.14294e-13 1.00553e-12 1.19461e-11 "vd1vg1"
"343" "3_0" 0.398 2.97301e-13 1.34603e-12 1.37584e-11 "vd1vg1"
"344" "3_1" 0.43 2.55702e-13 1.13147e-12 1.29555e-11 "vd1vg1"
"345" "3_2" 0.418 2.55656e-13 1.05963e-12 1.58004e-11 "vd1vg1"
"346" "3_3" 0.394 1.55288e-13 6.16418e-13 1.51796e-11 "vd1vg1"
"347" "3_m1" 0.498 4.1368e-13 2.26891e-12 2.22959e-11 "vd1vg1"
"348" "3_m2" 0.418 2.95681e-13 1.02791e-12 1.85792e-11 "vd1vg1"
"349" "3_m3" 0.434 2.94136e-13 1.60368e-12 1.85008e-11 "vd1vg1"
"350" "3_m4" 0.442 2.72691e-13 3.90592e-13 2.14946e-11 "vd1vg1"
"351" "4_0" 0.422 2.40752e-13 1.17032e-12 1.21968e-11 "vd1vg1"
"352" "4_1" 0.352 2.52922e-13 8.40507e-13 9.9074e-12 "vd1vg1"
"353" "4_2" 0.426 2.81944e-13 1.61073e-12 1.28912e-11 "vd1vg1"
"354" "4_m1" 0.426 3.08218e-13 1.36296e-12 9.42957e-12 "vd1vg1"
"355" "4_m2" 0.418 2.32986e-13 1.39776e-12 1.73838e-11 "vd1vg1"
"356" "4_m3" 0.402 2.95753e-13 1.48575e-12 1.82116e-11 "vd1vg1"
"357" "5_0" 0.41 2.24514e-13 7.7056e-13 1.11017e-11 "vd1vg1"
"358" "5_1" 0.434 3.15697e-13 1.01523e-12 1.30518e-11 "vd1vg1"
"359" "5_2" 0.402 2.23767e-13 1.06261e-12 1.39235e-11 "vd1vg1"
"360" "5_m1" 0 2.5168e-13 7.11255e-13 1.38993e-11 "vd1vg1"
"361" "5_m2" 0.388 3.08011e-13 7.38996e-13 2.01687e-11 "vd1vg1"
"362" "5_m3" 0 1.96608e-11 9.69766e-10 1.24512e-08 "vd1vg1"
"363" "6_0" 0.414 2.65543e-13 8.3313e-13 1.47171e-11 "vd1vg1"
"364" "6_m1" 0.43 2.73732e-13 1.89514e-12 1.99793e-11 "vd1vg1"
"365" "m1_0" 0.434 2.50974e-13 1.00238e-12 8.96819e-12 "vd1vg1"
"366" "m1_1" 0.41 3.68383e-13 7.69303e-13 1.31881e-11 "vd1vg1"
"367" "m1_2" 0.392 2.65012e-13 1.49636e-12 1.52102e-11 "vd1vg1"
"368" "m1_3" 0.394 4.40117e-13 3.60702e-12 5.10439e-11 "vd1vg1"
"369" "m1_4" 0.43 3.26143e-13 1.07459e-12 1.28015e-11 "vd1vg1"
"370" "m1_5" 0.366 2.28683e-13 1.63509e-12 1.5254e-11 "vd1vg1"
"371" "m1_m1" 0.434 1.84079e-13 1.02899e-12 1.52115e-11 "vd1vg1"
"372" "m1_m2" 0.394 3.37251e-13 1.63587e-12 1.62287e-11 "vd1vg1"
"373" "m1_m3" 0.414 1.53541e-13 8.31817e-13 1.74336e-11 "vd1vg1"
"374" "m1_m4" 0 2.21829e-12 1.8452e-11 7.05249e-11 "vd1vg1"
"375" "m1_m5" 0.438 3.23221e-13 1.40833e-12 1.97602e-11 "vd1vg1"
"376" "m1_m6" 0.41 3.05159e-13 1.59633e-12 1.93926e-11 "vd1vg1"
"377" "m2_0" 0.414 3.63012e-13 1.08108e-12 1.3232e-11 "vd1vg1"
"378" "m2_1" 0.422 3.82123e-13 1.67954e-12 1.15198e-11 "vd1vg1"
"379" "m2_2" 0.418 3.226e-13 1.94045e-12 2.62688e-11 "vd1vg1"
"380" "m2_3" 0.37 2.95338e-13 1.7712e-12 1.61156e-11 "vd1vg1"
"381" "m2_4" 0.394 2.66335e-13 2.81067e-12 3.3685e-11 "vd1vg1"
"382" "m2_m1" 0.438 1.76272e-13 1.17761e-12 1.04631e-11 "vd1vg1"
"383" "m2_m2" 0.414 2.64075e-13 1.45691e-12 1.72915e-11 "vd1vg1"
"384" "m2_m3" 0.422 3.0072e-13 8.63645e-13 2.10487e-11 "vd1vg1"
"385" "m2_m4" 0.422 2.01056e-13 1.14636e-12 1.53574e-11 "vd1vg1"
"386" "m2_m5" 0 1.44617e-12 2.35994e-12 4.30444e-11 "vd1vg1"
"387" "m3_0" 0 0 0 0 "vd1vg1"
"388" "m3_1" 0 2.98497e-13 9.63906e-13 1.04561e-11 "vd1vg1"
"389" "m3_2" 0.374 4.65394e-13 3.13336e-12 4.92274e-11 "vd1vg1"
"390" "m3_3" 0.41 3.7642e-13 1.29829e-12 1.86339e-11 "vd1vg1"
"391" "m3_m1" 0.43 2.91022e-13 1.19573e-12 1.03751e-11 "vd1vg1"
"392" "m3_m2" 0.426 2.9091e-13 2.06934e-12 1.67545e-11 "vd1vg1"
"393" "m3_m3" 0.422 2.59474e-13 9.13538e-13 1.49347e-11 "vd1vg1"
"394" "m3_m4" 0.418 1.90009e-13 1.09645e-12 1.77083e-11 "vd1vg1"
"395" "m4_0" 0.408 4.74518e-13 1.68876e-12 1.53493e-11 "vd1vg1"
"396" "m4_1" 0.41 2.54296e-13 1.19471e-12 1.21277e-11 "vd1vg1"
"397" "m4_2" 0.394 9.1176e-13 1.70555e-11 2.97033e-10 "vd1vg1"
"398" "m4_m1" 0 2.49436e-12 2.76167e-11 3.10297e-10 "vd1vg1"
"399" "m4_m2" 0.422 4.25131e-13 1.15265e-12 1.45631e-11 "vd1vg1"
"400" "m4_m3" 0.414 1.81069e-13 1.03513e-12 2.28199e-11 "vd1vg1"
"401" "m5_0" 0.422 2.40139e-13 8.81762e-13 1.20155e-11 "vd1vg1"
"402" "m5_1" 0.4 2.90035e-13 1.22406e-12 1.15897e-11 "vd1vg1"
"403" "m5_2" 0.496 3.71554e-13 3.83636e-12 6.96183e-11 "vd1vg1"
"404" "m5_m1" 0.438 2.62319e-13 1.04879e-12 2.12209e-11 "vd1vg1"
"405" "m5_m2" 0.41 2.39973e-13 8.54213e-13 1.33052e-11 "vd1vg1"
"406" "m5_m3" 0 0 0 0 "vd1vg1"
"407" "m6_0" 0.438 2.64042e-13 1.24871e-12 1.10488e-11 "vd1vg1"
"408" "m6_m1" 0.41 2.99908e-13 1.22813e-12 1.56739e-11 "vd1vg1"
