"DIE_Location" "Vth" "F10e4Hz" "F10e3Hz" "F10e2Hz" "Bias_conditions"
"38" "3_m3" 0.434 -2.6754143990575 -0.979400377194164 1.46611260890398 "vd05vg05"
"39" "3_m4" 0.442 -2.75111735846413 -2.39179310754869 1.61610037530768 "vd05vg05"
"40" "4_0" 0.422 -2.8756892864542 -1.29442414980089 1.04947225676329 "vd05vg05"
"41" "4_1" 0.352 -2.82637550367279 -1.62545136328076 0.841580587179319 "vd05vg05"
"42" "4_2" 0.426 -2.71774817481282 -0.975013873105183 1.10484354255221 "vd05vg05"
"43" "4_m1" 0.426 -2.62864931965613 -1.14204256023343 0.792149130965466 "vd05vg05"
"44" "4_m2" 0.418 -2.90847827854715 -1.11683041023434 1.40383737256733 "vd05vg05"
"45" "4_m3" 0.402 -2.66993199796122 -1.05578167022395 1.45035738820223 "vd05vg05"
"46" "5_0" 0.41 -2.94551857843098 -1.71233912123037 0.955396884256114 "vd05vg05"
"47" "5_1" 0.434 -2.60467375164436 -1.43658617767974 1.11722468980299 "vd05vg05"
"48" "5_2" 0.402 -2.94885131254828 -1.39097321961918 1.18187669459437 "vd05vg05"
"49" "5_m2" 0.388 -2.62932114784917 -1.75416413625706 1.55243053224374 "vd05vg05"
"50" "6_0" 0.414 -2.77767985833386 -1.63426695205538 1.23730871753339 "vd05vg05"
"51" "6_m1" 0.43 -2.74730711892652 -0.812408651055115 1.54299537208305 "vd05vg05"
"52" "m1_0" 0.434 -2.83410729636167 -1.44932419320283 0.741982506497525 "vd05vg05"
"53" "m1_1" 0.41 -2.45033348664833 -1.7139717343644 1.12761354234305 "vd05vg05"
"54" "m1_2" 0.392 -2.77968153649087 -1.04866587317464 1.27026488994009 "vd05vg05"
"55" "m1_3" 0.394 -2.27241604381506 -0.168819418808503 2.48098468128712 "vd05vg05"
"56" "m1_4" 0.43 -2.57212070897618 -1.3797621720075 1.09786098607107 "vd05vg05"
"57" "m1_5" 0.366 -2.92711987939241 -0.960003516782773 1.27314039825346 "vd05vg05"
"58" "m1_m1" 0.434 -3.14409163117905 -1.42312362685687 1.27035035524944 "vd05vg05"
"59" "m1_m2" 0.394 -2.53862918422787 -0.959526592567997 1.33507991424698 "vd05vg05"
"60" "m1_m3" 0.414 -3.32548901213138 -1.63584417976556 1.40669801316431 "vd05vg05"
"61" "m1_m5" 0.438 -2.58112034468705 -1.10929676021426 1.53196844823741 "vd05vg05"
"62" "m1_m6" 0.41 -2.63862369222352 -0.983994120917004 1.51319018451373 "vd05vg05"
"63" "m2_0" 0.414 -2.46502075290103 -1.37374082401937 1.13093677279275 "vd05vg05"
"64" "m2_1" 0.422 -2.41371409816285 -0.933181419089895 0.992365928517344 "vd05vg05"
"65" "m2_2" 0.418 -2.58304347877961 -0.788781460548734 1.81668055768323 "vd05vg05"
"66" "m2_3" 0.37 -2.67133618130419 -0.880044082516346 1.32808638147789 "vd05vg05"
"67" "m2_4" 0.394 -2.77470172956986 -0.418278476400136 2.06535126892404 "vd05vg05"
"68" "m2_m1" 0.438 -3.18742838787301 -1.28821440468434 0.896153416352949 "vd05vg05"
"69" "m2_m2" 0.414 -2.78322349076149 -1.07538361094525 1.3985136857935 "vd05vg05"
"70" "m2_m3" 0.422 -2.6532770452148 -1.59829483973046 1.59513743501301 "vd05vg05"
"71" "m2_m4" 0.422 -3.05587316825018 -1.3151096604008 1.27989607706969 "vd05vg05"
"72" "m3_2" 0.374 -2.21657228582143 -0.30959545427865 2.44474901356164 "vd05vg05"
"73" "m3_3" 0.41 -2.4287511032083 -1.19065335151421 1.47328113699096 "vd05vg05"
"74" "m3_m1" 0.43 -2.6860577787823 -1.27294448795444 0.887707339135947 "vd05vg05"
"75" "m3_m2" 0.426 -2.68644270348615 -0.724471649631479 1.36696551341716 "vd05vg05"
"76" "m3_m3" 0.422 -2.80080013956263 -1.54213167126935 1.25198599893389 "vd05vg05"
"77" "m3_m4" 0.418 -3.11238520501103 -1.35962367728768 1.42233209073317 "vd05vg05"
"78" "m4_0" 0.408 -2.19715709247217 -0.927706833674243 1.27936850489893 "vd05vg05"
"79" "m4_1" 0.41 -2.82095770161976 -1.2737978873804 1.04379072695773 "vd05vg05"
"80" "m4_2" 0.394 -1.54407984692324 1.38477136686815 4.24214187825284 "vd05vg05"
"81" "m4_m2" 0.422 -2.30705928774692 -1.30963772622512 1.22678956670531 "vd05vg05"
"82" "m4_m3" 0.414 -3.16057847037944 -1.41717434279402 1.6759315968148 "vd05vg05"
"83" "m5_0" 0.422 -2.87823872211435 -1.57753446614748 1.03449611748234 "vd05vg05"
"84" "m5_1" 0.4 -2.68945503911744 -1.24952816299203 0.998415407144982 "vd05vg05"
"85" "m5_2" 0.496 -2.44176243421398 -0.107177365112737 2.79132609832597 "vd05vg05"
"86" "m5_m1" 0.438 -2.78989532407944 -1.40406424677301 1.60328517961595 "vd05vg05"
"87" "m5_m2" 0.41 -2.87893022745733 -1.60927606726088 1.13645357077097 "vd05vg05"
"88" "m6_0" 0.438 -2.78334846306893 -1.22959034705303 0.950620459292999 "vd05vg05"
"89" "m6_m1" 0.41 -2.65598088351302 -1.24620867817456 1.30029554312939 "vd05vg05"
