"DIE" "lognoise" "Vth" "Freq" "biasCond"
"420" "m2_1" -0.933181419089895 0.422 1000 "vd05vg05"
"421" "m2_2" -0.788781460548734 0.418 1000 "vd05vg05"
"422" "m2_3" -0.880044082516346 0.37 1000 "vd05vg05"
"423" "m2_4" -0.418278476400136 0.394 1000 "vd05vg05"
"424" "m2_m1" -1.28821440468434 0.438 1000 "vd05vg05"
"425" "m2_m2" -1.07538361094525 0.414 1000 "vd05vg05"
"426" "m2_m3" -1.59829483973046 0.422 1000 "vd05vg05"
"427" "m2_m4" -1.3151096604008 0.422 1000 "vd05vg05"
"428" "m3_2" -0.30959545427865 0.374 1000 "vd05vg05"
"429" "m3_3" -1.19065335151421 0.41 1000 "vd05vg05"
"430" "m3_m1" -1.27294448795444 0.43 1000 "vd05vg05"
"431" "m3_m2" -0.724471649631479 0.426 1000 "vd05vg05"
"432" "m3_m3" -1.54213167126935 0.422 1000 "vd05vg05"
"433" "m3_m4" -1.35962367728768 0.418 1000 "vd05vg05"
"434" "m4_0" -0.927706833674243 0.408 1000 "vd05vg05"
"435" "m4_1" -1.2737978873804 0.41 1000 "vd05vg05"
"436" "m4_2" 1.38477136686815 0.394 1000 "vd05vg05"
"437" "m4_m2" -1.30963772622512 0.422 1000 "vd05vg05"
"438" "m4_m3" -1.41717434279402 0.414 1000 "vd05vg05"
"439" "m5_0" -1.57753446614748 0.422 1000 "vd05vg05"
"440" "m5_1" -1.24952816299203 0.4 1000 "vd05vg05"
"441" "m5_2" -0.107177365112737 0.496 1000 "vd05vg05"
"442" "m5_m1" -1.40406424677301 0.438 1000 "vd05vg05"
"443" "m5_m2" -1.60927606726088 0.41 1000 "vd05vg05"
"444" "m6_0" -1.22959034705303 0.438 1000 "vd05vg05"
"445" "m6_m1" -1.24620867817456 0.41 1000 "vd05vg05"
"446" "0_0" 0.834157622856537 0.422 1000 "vd1vg05"
"447" "0_1" 3.71944718141333 0.414 1000 "vd1vg05"
"448" "0_2" 1.33329135805977 0.39 1000 "vd1vg05"
"449" "0_6" 1.07796352164119 0.398 1000 "vd1vg05"
"450" "0_m1" 1.37364582724382 0.438 1000 "vd1vg05"
"451" "0_m2" 1.05862933663958 0.394 1000 "vd1vg05"
"452" "0_m3" 1.12953766874724 0.402 1000 "vd1vg05"
"453" "0_m4" 1.10339188744958 0.402 1000 "vd1vg05"
"454" "0_m5" 1.58749740281057 0.434 1000 "vd1vg05"
"455" "0_m6" 1.46279916043062 0.44 1000 "vd1vg05"
"456" "0_m7" 1.4464732044706 0.398 1000 "vd1vg05"
"457" "1_0" 0.91640926138566 0.414 1000 "vd1vg05"
"458" "1_1" 1.00150819755616 0.418 1000 "vd1vg05"
"459" "1_2" 1.94960267715176 0.414 1000 "vd1vg05"
"460" "1_3" 1.5711498430462 0.372 1000 "vd1vg05"
"461" "1_4" 1.18596213605663 0.394 1000 "vd1vg05"
"462" "1_5" 1.30477702951782 0.394 1000 "vd1vg05"
"463" "1_m1" 1.50393781449896 0.434 1000 "vd1vg05"
"464" "1_m2" 1.49122594536704 0.382 1000 "vd1vg05"
"465" "1_m3" 1.38678628024672 0.41 1000 "vd1vg05"
"466" "1_m5" 1.56006664561079 0.446 1000 "vd1vg05"
"467" "1_m6" 1.26100464714982 0.45 1000 "vd1vg05"
"468" "2_0" 1.48263411320008 0.392 1000 "vd1vg05"
"469" "2_1" 1.92469431429985 0.422 1000 "vd1vg05"
"470" "2_2" 1.40372231630469 0.398 1000 "vd1vg05"
"471" "2_3" 2.06690564879039 0.398 1000 "vd1vg05"
"472" "2_m1" 0.701329799739831 0.414 1000 "vd1vg05"
"473" "2_m2" 1.5558705421696 0.418 1000 "vd1vg05"
"474" "2_m3" 1.11339413513968 0.398 1000 "vd1vg05"
"475" "2_m4" 2.09717149132462 0.466 1000 "vd1vg05"
"476" "2_m5" 1.61413399636687 0.446 1000 "vd1vg05"
"477" "3_0" 0.630321840825463 0.398 1000 "vd1vg05"
"478" "3_1" 4.87544939511965 0.43 1000 "vd1vg05"
"479" "3_2" 1.38077052728997 0.418 1000 "vd1vg05"
"480" "3_3" 0.636571068826008 0.394 1000 "vd1vg05"
"481" "3_m1" 1.25590873878522 0.498 1000 "vd1vg05"
"482" "3_m2" 2.06143385374775 0.418 1000 "vd1vg05"
"483" "3_m3" 0.959038336047666 0.434 1000 "vd1vg05"
"484" "3_m4" 1.29826463171477 0.442 1000 "vd1vg05"
"485" "4_0" 1.02989146633135 0.422 1000 "vd1vg05"
"486" "4_1" 2.18620053386049 0.352 1000 "vd1vg05"
"487" "4_2" 1.58052675830325 0.426 1000 "vd1vg05"
"488" "4_m1" 1.55174110793531 0.426 1000 "vd1vg05"
"489" "4_m2" 3.88158731367015 0.418 1000 "vd1vg05"
"490" "4_m3" 1.04133051833292 0.402 1000 "vd1vg05"
"491" "5_0" 1.39762846629674 0.41 1000 "vd1vg05"
"492" "5_1" 2.90256216621034 0.434 1000 "vd1vg05"
"493" "5_2" 1.29274505080492 0.402 1000 "vd1vg05"
"494" "5_m2" 3.13654542423667 0.388 1000 "vd1vg05"
"495" "6_0" 1.52207666770908 0.414 1000 "vd1vg05"
"496" "6_m1" 1.57985644103484 0.43 1000 "vd1vg05"
"497" "m1_0" 1.71289988327948 0.434 1000 "vd1vg05"
"498" "m1_1" 0.411994195257481 0.41 1000 "vd1vg05"
"499" "m1_2" 1.37509141076471 0.392 1000 "vd1vg05"
"500" "m1_3" 1.76647021145525 0.394 1000 "vd1vg05"
"501" "m1_4" 1.28197759524744 0.43 1000 "vd1vg05"
"502" "m1_5" 1.58800951523762 0.366 1000 "vd1vg05"
"503" "m1_m1" 1.18112947686779 0.434 1000 "vd1vg05"
"504" "m1_m2" 2.03653878155947 0.394 1000 "vd1vg05"
"505" "m1_m3" 1.38311069993133 0.414 1000 "vd1vg05"
"506" "m1_m5" 1.7913127720327 0.438 1000 "vd1vg05"
"507" "m1_m6" 2.19235330194422 0.41 1000 "vd1vg05"
"508" "m2_0" 0.809111281449212 0.414 1000 "vd1vg05"
"509" "m2_1" 1.59499964979144 0.422 1000 "vd1vg05"
"510" "m2_2" 1.69271811886038 0.418 1000 "vd1vg05"
"511" "m2_3" 1.07955596741655 0.37 1000 "vd1vg05"
"512" "m2_4" 0.669433790740381 0.394 1000 "vd1vg05"
"513" "m2_m1" 0.78277510780978 0.438 1000 "vd1vg05"
"514" "m2_m2" 1.65094172139056 0.414 1000 "vd1vg05"
"515" "m2_m3" 1.77564647033341 0.422 1000 "vd1vg05"
"516" "m2_m4" 1.77813022520766 0.422 1000 "vd1vg05"
"517" "m3_2" 1.24077485497545 0.374 1000 "vd1vg05"
"518" "m3_3" 1.54316553373703 0.41 1000 "vd1vg05"
"519" "m3_m1" 1.7429842205784 0.43 1000 "vd1vg05"
"520" "m3_m2" 1.56676550743742 0.426 1000 "vd1vg05"
"521" "m3_m3" 1.10527009919959 0.422 1000 "vd1vg05"
"522" "m3_m4" 1.58671197344207 0.418 1000 "vd1vg05"
"523" "m4_0" 1.78000381019154 0.408 1000 "vd1vg05"
"524" "m4_1" 1.29170310935523 0.41 1000 "vd1vg05"
"525" "m4_2" 1.45379433572008 0.394 1000 "vd1vg05"
"526" "m4_m2" 0.869381582387582 0.422 1000 "vd1vg05"
"527" "m4_m3" 1.21175585095021 0.414 1000 "vd1vg05"
"528" "m5_0" 1.81276331434622 0.422 1000 "vd1vg05"
"529" "m5_1" 1.50025141946778 0.4 1000 "vd1vg05"
"530" "m5_2" 1.01237312721927 0.496 1000 "vd1vg05"
"531" "m5_m1" 1.04010641661272 0.438 1000 "vd1vg05"
"532" "m5_m2" 1.64374953817583 0.41 1000 "vd1vg05"
"533" "m6_0" 1.05704387377926 0.438 1000 "vd1vg05"
"534" "m6_m1" 2.55320341901871 0.41 1000 "vd1vg05"
"535" "0_0" -1.25514001090492 0.422 1000 "vd05vg1"
"536" "0_1" -0.876757934072529 0.414 1000 "vd05vg1"
"537" "0_2" -1.00931947829744 0.39 1000 "vd05vg1"
"538" "0_6" -0.798584825984992 0.398 1000 "vd05vg1"
"539" "0_m1" -1.41984423555292 0.438 1000 "vd05vg1"
"540" "0_m2" 0.958616427308346 0.394 1000 "vd05vg1"
"541" "0_m3" -1.33631230421466 0.402 1000 "vd05vg1"
"542" "0_m4" 0.162318035879114 0.402 1000 "vd05vg1"
"543" "0_m5" -1.42438780035312 0.434 1000 "vd05vg1"
"544" "0_m6" -0.662984947773474 0.44 1000 "vd05vg1"
"545" "0_m7" -0.715782093084769 0.398 1000 "vd05vg1"
"546" "1_0" -1.45378453377775 0.414 1000 "vd05vg1"
"547" "1_1" -0.990076490170214 0.418 1000 "vd05vg1"
"548" "1_2" -0.912055075914399 0.414 1000 "vd05vg1"
"549" "1_3" -0.655293873155852 0.372 1000 "vd05vg1"
"550" "1_4" 0.174221913505352 0.394 1000 "vd05vg1"
"551" "1_5" -0.329619976643887 0.394 1000 "vd05vg1"
"552" "1_m1" -1.29064600648779 0.434 1000 "vd05vg1"
"553" "1_m2" 0.161214491877349 0.382 1000 "vd05vg1"
"554" "1_m3" -1.41775414818893 0.41 1000 "vd05vg1"
"555" "1_m5" -0.729728661178804 0.446 1000 "vd05vg1"
"556" "1_m6" -0.708441086698677 0.45 1000 "vd05vg1"
"557" "2_0" -1.37399985782473 0.392 1000 "vd05vg1"
"558" "2_1" -1.48257509186407 0.422 1000 "vd05vg1"
"559" "2_2" -1.27773125178369 0.398 1000 "vd05vg1"
"560" "2_3" -0.653388188188387 0.398 1000 "vd05vg1"
"561" "2_m1" -1.39072856899787 0.414 1000 "vd05vg1"
"562" "2_m2" -1.32951028178932 0.418 1000 "vd05vg1"
"563" "2_m3" -1.28403669803826 0.398 1000 "vd05vg1"
"564" "2_m4" 2.33258826343001 0.466 1000 "vd05vg1"
"565" "2_m5" -0.879406300396088 0.446 1000 "vd05vg1"
"566" "3_0" -1.61585928445492 0.398 1000 "vd05vg1"
"567" "3_1" -1.52945644178721 0.43 1000 "vd05vg1"
"568" "3_2" -1.26297536102163 0.418 1000 "vd05vg1"
"569" "3_3" -1.4597869660325 0.394 1000 "vd05vg1"
"570" "3_m1" -1.20561502431416 0.498 1000 "vd05vg1"
"571" "3_m2" -0.27065845325804 0.418 1000 "vd05vg1"
"572" "3_m3" -0.861151854097535 0.434 1000 "vd05vg1"
"573" "3_m4" -1.4265795767148 0.442 1000 "vd05vg1"
"574" "4_0" -1.21196031782714 0.422 1000 "vd05vg1"
"575" "4_1" -1.50490912287045 0.352 1000 "vd05vg1"
"576" "4_2" -1.10108674828924 0.426 1000 "vd05vg1"
"577" "4_m1" -1.11729554815612 0.426 1000 "vd05vg1"
"578" "4_m2" -1.39011720417745 0.418 1000 "vd05vg1"
"579" "4_m3" -0.428100020632986 0.402 1000 "vd05vg1"
"580" "5_0" -1.79782644121802 0.41 1000 "vd05vg1"
"581" "5_1" -1.60364697826413 0.434 1000 "vd05vg1"
"582" "5_2" -1.41415513041462 0.402 1000 "vd05vg1"
"583" "5_m2" -1.45734325103599 0.388 1000 "vd05vg1"
"584" "6_0" -1.13548285789464 0.414 1000 "vd05vg1"
"585" "6_m1" -1.23724342512302 0.43 1000 "vd05vg1"
"586" "m1_0" -1.3109746712449 0.434 1000 "vd05vg1"
"587" "m1_1" -1.57989957627149 0.41 1000 "vd05vg1"
"588" "m1_2" -1.16894641137336 0.392 1000 "vd05vg1"
"589" "m1_3" -0.489848531177376 0.394 1000 "vd05vg1"
"590" "m1_4" -0.742272454604361 0.43 1000 "vd05vg1"
"591" "m1_5" -0.776448334527469 0.366 1000 "vd05vg1"
"592" "m1_m1" -1.51842467153154 0.434 1000 "vd05vg1"
"593" "m1_m2" 0.845115121042596 0.394 1000 "vd05vg1"
"594" "m1_m3" -1.21761787413604 0.414 1000 "vd05vg1"
"595" "m1_m5" -1.07331287612323 0.438 1000 "vd05vg1"
"596" "m1_m6" -0.980442274664643 0.41 1000 "vd05vg1"
"597" "m2_0" -1.06241306590918 0.414 1000 "vd05vg1"
"598" "m2_1" -1.13181593247177 0.422 1000 "vd05vg1"
"599" "m2_2" -0.632670713238387 0.418 1000 "vd05vg1"
"600" "m2_3" -1.06491631499378 0.37 1000 "vd05vg1"
"601" "m2_4" -0.885353999833121 0.394 1000 "vd05vg1"
"602" "m2_m1" -1.4254782174483 0.438 1000 "vd05vg1"
"603" "m2_m2" -1.47470186051771 0.414 1000 "vd05vg1"
"604" "m2_m3" -1.00143499067588 0.422 1000 "vd05vg1"
"605" "m2_m4" -1.23567105338075 0.422 1000 "vd05vg1"
"606" "m3_2" -0.289319601322706 0.374 1000 "vd05vg1"
"607" "m3_3" -1.111685415244 0.41 1000 "vd05vg1"
"608" "m3_m1" -0.958500143076332 0.43 1000 "vd05vg1"
"609" "m3_m2" -1.31107892388389 0.426 1000 "vd05vg1"
"610" "m3_m3" -1.60279754837829 0.422 1000 "vd05vg1"
"611" "m3_m4" -1.32882023611277 0.418 1000 "vd05vg1"
"612" "m4_0" -1.23188333760295 0.408 1000 "vd05vg1"
"613" "m4_1" -1.74531968933434 0.41 1000 "vd05vg1"
"614" "m4_2" 1.95827734718091 0.394 1000 "vd05vg1"
"615" "m4_m2" -1.04566975120868 0.422 1000 "vd05vg1"
"616" "m4_m3" -1.53956364985178 0.414 1000 "vd05vg1"
"617" "m5_0" -1.57141551454477 0.422 1000 "vd05vg1"
"618" "m5_1" -1.22765422253628 0.4 1000 "vd05vg1"
"619" "m5_2" -0.252655679499203 0.496 1000 "vd05vg1"
"620" "m5_m1" -1.08587839265286 0.438 1000 "vd05vg1"
"621" "m5_m2" 0.144108100109392 0.41 1000 "vd05vg1"
"622" "m6_0" -1.54250939519707 0.438 1000 "vd05vg1"
"623" "m6_m1" -1.20653803872552 0.41 1000 "vd05vg1"
"624" "0_0" -2.00843481136578 0.422 1000 "vd1vg1"
"625" "0_1" -0.901328158920091 0.414 1000 "vd1vg1"
"626" "0_2" -1.09386609498916 0.39 1000 "vd1vg1"
"627" "0_6" -1.22906994529113 0.398 1000 "vd1vg1"
"628" "0_m1" -1.19022980705689 0.438 1000 "vd1vg1"
"629" "0_m2" -1.1641042966495 0.394 1000 "vd1vg1"
"630" "0_m3" -1.46343999439397 0.402 1000 "vd1vg1"
"631" "0_m4" 0.37374429889427 0.402 1000 "vd1vg1"
"632" "0_m5" -1.04858568178448 0.434 1000 "vd1vg1"
"633" "0_m6" -0.511533963570756 0.44 1000 "vd1vg1"
"634" "0_m7" -0.89529070850211 0.398 1000 "vd1vg1"
"635" "1_0" -1.23265419288896 0.414 1000 "vd1vg1"
"636" "1_1" -1.06380977099758 0.418 1000 "vd1vg1"
"637" "1_2" -1.1291324768936 0.414 1000 "vd1vg1"
"638" "1_3" -0.839503970539671 0.372 1000 "vd1vg1"
"639" "1_4" 0.086599234931537 0.394 1000 "vd1vg1"
"640" "1_5" -0.522166722654745 0.394 1000 "vd1vg1"
"641" "1_m1" -1.29679382929223 0.434 1000 "vd1vg1"
"642" "1_m2" -1.64758243841629 0.382 1000 "vd1vg1"
"643" "1_m3" -1.22624050121921 0.41 1000 "vd1vg1"
"644" "1_m5" -1.31125270243831 0.446 1000 "vd1vg1"
"645" "1_m6" -1.10546976391322 0.45 1000 "vd1vg1"
"646" "2_0" -1.11301016402041 0.392 1000 "vd1vg1"
"647" "2_1" -1.86914138753584 0.422 1000 "vd1vg1"
"648" "2_2" -1.06688123935771 0.398 1000 "vd1vg1"
"649" "2_3" -0.871963673500137 0.398 1000 "vd1vg1"
"650" "2_m1" -1.61480870335873 0.414 1000 "vd1vg1"
"651" "2_m2" -1.48368131634642 0.418 1000 "vd1vg1"
"652" "2_m3" -1.31476079073497 0.398 1000 "vd1vg1"
"653" "2_m4" 3.0285097233934 0.466 1000 "vd1vg1"
"654" "2_m5" -1.44618659980056 0.446 1000 "vd1vg1"
"655" "3_0" -1.15454184625291 0.398 1000 "vd1vg1"
"656" "3_1" -1.3281836932263 0.43 1000 "vd1vg1"
"657" "3_2" -1.39378157490282 0.418 1000 "vd1vg1"
"658" "3_3" -1.93553133963412 0.394 1000 "vd1vg1"
"659" "3_m1" -0.632401825528241 0.498 1000 "vd1vg1"
"660" "3_m2" -1.42417375092635 0.418 1000 "vd1vg1"
"661" "3_m3" -0.979400377194164 0.434 1000 "vd1vg1"
"662" "3_m4" -2.39179310754869 0.442 1000 "vd1vg1"
"663" "4_0" -1.29442414980089 0.422 1000 "vd1vg1"
"664" "4_1" -1.62545136328076 0.352 1000 "vd1vg1"
"665" "4_2" -0.975013873105183 0.426 1000 "vd1vg1"
"666" "4_m1" -1.14204256023343 0.426 1000 "vd1vg1"
"667" "4_m2" -1.11683041023434 0.418 1000 "vd1vg1"
"668" "4_m3" -1.05578167022395 0.402 1000 "vd1vg1"
"669" "5_0" -1.71233912123037 0.41 1000 "vd1vg1"
"670" "5_1" -1.43658617767974 0.434 1000 "vd1vg1"
"671" "5_2" -1.39097321961918 0.402 1000 "vd1vg1"
"672" "5_m2" -1.75416413625706 0.388 1000 "vd1vg1"
"673" "6_0" -1.63426695205538 0.414 1000 "vd1vg1"
"674" "6_m1" -0.812408651055115 0.43 1000 "vd1vg1"
"675" "m1_0" -1.44932419320283 0.434 1000 "vd1vg1"
"676" "m1_1" -1.7139717343644 0.41 1000 "vd1vg1"
"677" "m1_2" -1.04866587317464 0.392 1000 "vd1vg1"
"678" "m1_3" -0.168819418808503 0.394 1000 "vd1vg1"
"679" "m1_4" -1.3797621720075 0.43 1000 "vd1vg1"
"680" "m1_5" -0.960003516782773 0.366 1000 "vd1vg1"
"681" "m1_m1" -1.42312362685687 0.434 1000 "vd1vg1"
"682" "m1_m2" -0.959526592567997 0.394 1000 "vd1vg1"
"683" "m1_m3" -1.63584417976556 0.414 1000 "vd1vg1"
"684" "m1_m5" -1.10929676021426 0.438 1000 "vd1vg1"
"685" "m1_m6" -0.983994120917004 0.41 1000 "vd1vg1"
"686" "m2_0" -1.37374082401937 0.414 1000 "vd1vg1"
"687" "m2_1" -0.933181419089895 0.422 1000 "vd1vg1"
"688" "m2_2" -0.788781460548734 0.418 1000 "vd1vg1"
"689" "m2_3" -0.880044082516346 0.37 1000 "vd1vg1"
"690" "m2_4" -0.418278476400136 0.394 1000 "vd1vg1"
"691" "m2_m1" -1.28821440468434 0.438 1000 "vd1vg1"
"692" "m2_m2" -1.07538361094525 0.414 1000 "vd1vg1"
"693" "m2_m3" -1.59829483973046 0.422 1000 "vd1vg1"
"694" "m2_m4" -1.3151096604008 0.422 1000 "vd1vg1"
"695" "m3_2" -0.30959545427865 0.374 1000 "vd1vg1"
"696" "m3_3" -1.19065335151421 0.41 1000 "vd1vg1"
"697" "m3_m1" -1.27294448795444 0.43 1000 "vd1vg1"
"698" "m3_m2" -0.724471649631479 0.426 1000 "vd1vg1"
"699" "m3_m3" -1.54213167126935 0.422 1000 "vd1vg1"
"700" "m3_m4" -1.35962367728768 0.418 1000 "vd1vg1"
"701" "m4_0" -0.927706833674243 0.408 1000 "vd1vg1"
"702" "m4_1" -1.2737978873804 0.41 1000 "vd1vg1"
"703" "m4_2" 1.38477136686815 0.394 1000 "vd1vg1"
"704" "m4_m2" -1.30963772622512 0.422 1000 "vd1vg1"
"705" "m4_m3" -1.41717434279402 0.414 1000 "vd1vg1"
"706" "m5_0" -1.57753446614748 0.422 1000 "vd1vg1"
"707" "m5_1" -1.24952816299203 0.4 1000 "vd1vg1"
"708" "m5_2" -0.107177365112737 0.496 1000 "vd1vg1"
"709" "m5_m1" -1.40406424677301 0.438 1000 "vd1vg1"
"710" "m5_m2" -1.60927606726088 0.41 1000 "vd1vg1"
"711" "m6_0" -1.22959034705303 0.438 1000 "vd1vg1"
"712" "m6_m1" -1.24620867817456 0.41 1000 "vd1vg1"
"713" "0_0" -3.25176723756021 0.422 10000 "vd05vg05"
"714" "0_1" -2.6945293497832 0.414 10000 "vd05vg05"
"715" "0_2" -3.1783643442729 0.39 10000 "vd05vg05"
"716" "0_6" -2.4946840750559 0.398 10000 "vd05vg05"
"717" "0_m1" -3.02273139502643 0.438 10000 "vd05vg05"
"718" "0_m2" -2.87046933276656 0.394 10000 "vd05vg05"
"719" "0_m3" -2.99770449067532 0.402 10000 "vd05vg05"
"720" "0_m4" -2.18477510825465 0.402 10000 "vd05vg05"
"721" "0_m5" -2.57382386605835 0.434 10000 "vd05vg05"
"722" "0_m6" -2.50337377213258 0.44 10000 "vd05vg05"
"723" "0_m7" -2.31233035853784 0.398 10000 "vd05vg05"
"724" "1_0" -2.79268207470142 0.414 10000 "vd05vg05"
"725" "1_1" -2.49775061623476 0.418 10000 "vd05vg05"
"726" "1_2" -2.55800616580303 0.414 10000 "vd05vg05"
"727" "1_3" -3.04698985481826 0.372 10000 "vd05vg05"
"728" "1_4" -2.74837442510344 0.394 10000 "vd05vg05"
"729" "1_5" -2.12518318307463 0.394 10000 "vd05vg05"
"730" "1_m1" -2.77770245379971 0.434 10000 "vd05vg05"
"731" "1_m2" -3.03970562852532 0.382 10000 "vd05vg05"
"732" "1_m3" -3.16837933659314 0.41 10000 "vd05vg05"
"733" "1_m5" -2.935308710687 0.446 10000 "vd05vg05"
"734" "1_m6" -2.90934565949768 0.45 10000 "vd05vg05"
"735" "2_0" -2.86221465140662 0.392 10000 "vd05vg05"
"736" "2_1" -2.77471299364291 0.422 10000 "vd05vg05"
"737" "2_2" -3.03989161675965 0.398 10000 "vd05vg05"
"738" "2_3" -2.54239012836118 0.398 10000 "vd05vg05"
"739" "2_m1" -2.626694823451 0.414 10000 "vd05vg05"
"740" "2_m2" -2.78866094886318 0.418 10000 "vd05vg05"
"741" "2_m3" -3.04142488981358 0.398 10000 "vd05vg05"
"742" "2_m4" -0.13261575406214 0.466 10000 "vd05vg05"
"743" "2_m5" -2.60912779089078 0.446 10000 "vd05vg05"
"744" "3_0" -2.66471155086654 0.398 10000 "vd05vg05"
"745" "3_1" -2.81544394053815 0.43 10000 "vd05vg05"
"746" "3_2" -2.81562385363279 0.418 10000 "vd05vg05"
"747" "3_3" -3.31417518710193 0.394 10000 "vd05vg05"
"748" "3_m1" -2.33436391638275 0.498 10000 "vd05vg05"
"749" "3_m2" -2.67017547398849 0.418 10000 "vd05vg05"
"750" "3_m3" -2.6754143990575 0.434 10000 "vd05vg05"
"751" "3_m4" -2.75111735846413 0.442 10000 "vd05vg05"
"752" "4_0" -2.8756892864542 0.422 10000 "vd05vg05"
"753" "4_1" -2.82637550367279 0.352 10000 "vd05vg05"
"754" "4_2" -2.71774817481282 0.426 10000 "vd05vg05"
"755" "4_m1" -2.62864931965613 0.426 10000 "vd05vg05"
"756" "4_m2" -2.90847827854715 0.418 10000 "vd05vg05"
"757" "4_m3" -2.66993199796122 0.402 10000 "vd05vg05"
"758" "5_0" -2.94551857843098 0.41 10000 "vd05vg05"
"759" "5_1" -2.60467375164436 0.434 10000 "vd05vg05"
"760" "5_2" -2.94885131254828 0.402 10000 "vd05vg05"
"761" "5_m2" -2.62932114784917 0.388 10000 "vd05vg05"
"762" "6_0" -2.77767985833386 0.414 10000 "vd05vg05"
"763" "6_m1" -2.74730711892652 0.43 10000 "vd05vg05"
"764" "m1_0" -2.83410729636167 0.434 10000 "vd05vg05"
"765" "m1_1" -2.45033348664833 0.41 10000 "vd05vg05"
"766" "m1_2" -2.77968153649087 0.392 10000 "vd05vg05"
"767" "m1_3" -2.27241604381506 0.394 10000 "vd05vg05"
"768" "m1_4" -2.57212070897618 0.43 10000 "vd05vg05"
"769" "m1_5" -2.92711987939241 0.366 10000 "vd05vg05"
"770" "m1_m1" -3.14409163117905 0.434 10000 "vd05vg05"
"771" "m1_m2" -2.53862918422787 0.394 10000 "vd05vg05"
"772" "m1_m3" -3.32548901213138 0.414 10000 "vd05vg05"
"773" "m1_m5" -2.58112034468705 0.438 10000 "vd05vg05"
"774" "m1_m6" -2.63862369222352 0.41 10000 "vd05vg05"
"775" "m2_0" -2.46502075290103 0.414 10000 "vd05vg05"
"776" "m2_1" -2.41371409816285 0.422 10000 "vd05vg05"
"777" "m2_2" -2.58304347877961 0.418 10000 "vd05vg05"
"778" "m2_3" -2.67133618130419 0.37 10000 "vd05vg05"
"779" "m2_4" -2.77470172956986 0.394 10000 "vd05vg05"
"780" "m2_m1" -3.18742838787301 0.438 10000 "vd05vg05"
"781" "m2_m2" -2.78322349076149 0.414 10000 "vd05vg05"
"782" "m2_m3" -2.6532770452148 0.422 10000 "vd05vg05"
"783" "m2_m4" -3.05587316825018 0.422 10000 "vd05vg05"
"784" "m3_2" -2.21657228582143 0.374 10000 "vd05vg05"
"785" "m3_3" -2.4287511032083 0.41 10000 "vd05vg05"
"786" "m3_m1" -2.6860577787823 0.43 10000 "vd05vg05"
"787" "m3_m2" -2.68644270348615 0.426 10000 "vd05vg05"
"788" "m3_m3" -2.80080013956263 0.422 10000 "vd05vg05"
"789" "m3_m4" -3.11238520501103 0.418 10000 "vd05vg05"
"790" "m4_0" -2.19715709247217 0.408 10000 "vd05vg05"
"791" "m4_1" -2.82095770161976 0.41 10000 "vd05vg05"
"792" "m4_2" -1.54407984692324 0.394 10000 "vd05vg05"
"793" "m4_m2" -2.30705928774692 0.422 10000 "vd05vg05"
"794" "m4_m3" -3.16057847037944 0.414 10000 "vd05vg05"
"795" "m5_0" -2.87823872211435 0.422 10000 "vd05vg05"
"796" "m5_1" -2.68945503911744 0.4 10000 "vd05vg05"
"797" "m5_2" -2.44176243421398 0.496 10000 "vd05vg05"
"798" "m5_m1" -2.78989532407944 0.438 10000 "vd05vg05"
"799" "m5_m2" -2.87893022745733 0.41 10000 "vd05vg05"
"800" "m6_0" -2.78334846306893 0.438 10000 "vd05vg05"
"801" "m6_m1" -2.65598088351302 0.41 10000 "vd05vg05"
"802" "0_0" 0.0719890981347646 0.422 10000 "vd1vg05"
"803" "0_1" 1.46358520253247 0.414 10000 "vd1vg05"
"804" "0_2" 0.238348323437904 0.39 10000 "vd1vg05"
"805" "0_6" 0.237445660521193 0.398 10000 "vd1vg05"
"806" "0_m1" 0.242224743390711 0.438 10000 "vd1vg05"
"807" "0_m2" -0.101715761384561 0.394 10000 "vd1vg05"
"808" "0_m3" 0.720219078983519 0.402 10000 "vd1vg05"
"809" "0_m4" 0.64394811503546 0.402 10000 "vd1vg05"
"810" "0_m5" 1.03588502392118 0.434 10000 "vd1vg05"
"811" "0_m6" 1.06231900368751 0.44 10000 "vd1vg05"
"812" "0_m7" 1.05852371728351 0.398 10000 "vd1vg05"
"813" "1_0" 0.0480064987697482 0.414 10000 "vd1vg05"
"814" "1_1" 0.256671060003043 0.418 10000 "vd1vg05"
"815" "1_2" 0.473520535652927 0.414 10000 "vd1vg05"
"816" "1_3" 0.487680376961144 0.372 10000 "vd1vg05"
"817" "1_4" 0.55358354900774 0.394 10000 "vd1vg05"
"818" "1_5" 0.773358847442037 0.394 10000 "vd1vg05"
"819" "1_m1" 0.501028334622394 0.434 10000 "vd1vg05"
"820" "1_m2" 0.778476462175842 0.382 10000 "vd1vg05"
"821" "1_m3" 0.355472029791827 0.41 10000 "vd1vg05"
"822" "1_m5" 0.641793464529446 0.446 10000 "vd1vg05"
"823" "1_m6" 0.902792832242891 0.45 10000 "vd1vg05"
"824" "2_0" 0.349462080748093 0.392 10000 "vd1vg05"
"825" "2_1" 0.708261999839628 0.422 10000 "vd1vg05"
"826" "2_2" 0.720013932542429 0.398 10000 "vd1vg05"
"827" "2_3" 0.609130586942083 0.398 10000 "vd1vg05"
"828" "2_m1" 1.1629974028778 0.414 10000 "vd1vg05"
"829" "2_m2" 0.182766663550613 0.418 10000 "vd1vg05"
"830" "2_m3" 0.155425879408277 0.398 10000 "vd1vg05"
