"DIE_Location" "Vth" "F10e4Hz" "F10e3Hz" "F10e2Hz" "Bias_cond"
"179" "0_0" 0.422 -1.24114404931442 -0.674809484671329 2.22666528310692 "vd05vg1"
"180" "0_1" 0.414 -1.6649573311537 -0.296427407838941 1.2061238084561 "vd05vg1"
"181" "0_2" 0.39 -1.46300710436901 -0.428988952063847 1.71113125591558 "vd05vg1"
"182" "0_6" 0.398 -1.02816501002767 -0.218254299751404 2.88569516135325 "vd05vg1"
"183" "0_m1" 0.438 -1.52784863545793 -0.839513709319334 1.3880394936352 "vd05vg1"
"184" "0_m2" 0.394 -0.682338516769597 1.53894695354193 4.53614168131844 "vd05vg1"
"185" "0_m3" 0.402 -2.11280670231414 -0.755981777981074 1.80753200828239 "vd05vg1"
"186" "0_m4" 0.402 -0.796885081328448 0.742648562112702 3.15549934084854 "vd05vg1"
"187" "0_m5" 0.434 -2.05610980546563 -0.844057274119535 1.61475173766057 "vd05vg1"
"188" "0_m6" 0.44 -1.75595943639864 -0.0826544215398854 1.98526027355956 "vd05vg1"
"189" "0_m7" 0.398 -1.28776394097285 -0.135451566851181 2.31934005148599 "vd05vg1"
"190" "1_0" 0.414 -2.00178034354366 -0.873454007544158 0.809788485477299 "vd05vg1"
"191" "1_1" 0.418 -1.22989320290887 -0.409745963936626 1.59535486759566 "vd05vg1"
"192" "1_2" 0.414 -1.45099828133118 -0.331724549680811 1.88589483238647 "vd05vg1"
"193" "1_3" 0.372 -1.41105900770609 -0.0749633469222637 2.10847084499409 "vd05vg1"
"194" "1_4" 0.394 -0.852706114025839 0.754552439738941 3.7807210998425 "vd05vg1"
"195" "1_5" 0.394 -1.22133265247722 0.250710549589702 2.90689903468067 "vd05vg1"
"196" "1_m1" 0.434 -1.55504899288874 -0.710315480254206 1.35943464576352 "vd05vg1"
"197" "1_m2" 0.382 -0.76061689432046 0.741545018110937 3.67320609942448 "vd05vg1"
"198" "1_m3" 0.41 -1.77151266938978 -0.837423621955338 1.78318716040653 "vd05vg1"
"199" "1_m5" 0.446 -1.49301443613861 -0.149398134945216 1.36285939296569 "vd05vg1"
"200" "1_m6" 0.45 -1.45258495078458 -0.128110560465089 1.48709351648062 "vd05vg1"
"201" "2_0" 0.392 -2.04876338282559 -0.793669331591143 0.972397418333742 "vd05vg1"
"202" "2_1" 0.422 -1.6179462230785 -0.902244565630479 1.08847743553813 "vd05vg1"
"203" "2_2" 0.398 -1.59539793434115 -0.6974007255501 1.73402628886763 "vd05vg1"
"204" "2_3" 0.398 -1.51475499569392 -0.0730576619547989 2.11892166554863 "vd05vg1"
"205" "2_m1" 0.414 -1.42246652654984 -0.81039804276428 1.12582974704093 "vd05vg1"
"206" "2_m2" 0.418 -1.31377019646874 -0.749179755555733 1.77224039130988 "vd05vg1"
"207" "2_m3" 0.398 -1.66753905197737 -0.703706171804672 1.50952623379799 "vd05vg1"
"208" "2_m4" 0.466 0.599861918381087 2.9129187896636 6.13792065204999 "vd05vg1"
"209" "2_m5" 0.446 -1.74271688658605 -0.2990757741625 1.48172674337789 "vd05vg1"
"210" "3_0" 0.398 -1.88437072904718 -1.03552875822133 1.06897959748792 "vd05vg1"
"211" "3_1" 0.43 -1.39003880058735 -0.949125915553619 0.739625857643098 "vd05vg1"
"212" "3_2" 0.418 -1.79919532994296 -0.682644834788046 1.6790660272779 "vd05vg1"
"213" "3_3" 0.394 -1.31700034564722 -0.879456439798908 1.41138086596977 "vd05vg1"
"214" "3_m1" 0.498 -1.35790067712339 -0.625284498080568 1.48812374771213 "vd05vg1"
"215" "3_m2" 0.418 -1.49318761582041 0.309672072975548 4.13113819269612 "vd05vg1"
"216" "3_m3" 0.434 -1.38982884905179 -0.280821327863947 3.23051686844387 "vd05vg1"
"217" "3_m4" 0.442 -1.41797045627694 -0.846249050481216 1.07682811705291 "vd05vg1"
"218" "4_0" 0.422 -1.7232371189972 -0.631629791593554 0.686914821476147 "vd05vg1"
"219" "4_1" 0.352 -1.70299878325044 -0.924578596636859 0.981046192423417 "vd05vg1"
"220" "4_2" 0.426 -1.61544506549026 -0.520756222055656 1.6082049600982 "vd05vg1"
"221" "4_m1" 0.426 -1.66008883358134 -0.536965021922533 1.03330502792036 "vd05vg1"
"222" "4_m2" 0.418 -1.80753015060013 -0.809786677943858 1.37501314624102 "vd05vg1"
"223" "4_m3" 0.402 -1.31639779869745 0.152230505600603 3.31836571760632 "vd05vg1"
"224" "5_0" 0.41 -2.26960013926043 -1.21749591498443 1.0312305950001 "vd05vg1"
"225" "5_1" 0.434 -1.52036143123845 -1.02331645203055 1.06547261699546 "vd05vg1"
"226" "5_2" 0.402 -1.67179815454084 -0.833824604181032 1.49787240187928 "vd05vg1"
"227" "5_m2" 0.388 -1.6753400893099 -0.877012724802405 1.47950905714236 "vd05vg1"
"228" "6_0" 0.414 -1.56608725041349 -0.555152331661048 1.42328389137517 "vd05vg1"
"229" "6_m1" 0.43 -1.54679009224023 -0.656912898889434 1.32675444343545 "vd05vg1"
"230" "m1_0" 0.434 -1.64437757759477 -0.730644145011308 1.21319629410801 "vd05vg1"
"231" "m1_1" 0.41 -1.25604410362059 -0.999569050037906 0.993829594012034 "vd05vg1"
"232" "m1_2" 0.392 -1.77303654016799 -0.58861588513977 1.39079322048975 "vd05vg1"
"233" "m1_3" 0.394 -1.02367622268937 0.0904819950562121 3.08732389757135 "vd05vg1"
"234" "m1_4" 0.43 -1.50933689285224 -0.161941928370773 1.8489899414243 "vd05vg1"
"235" "m1_5" 0.366 -1.55993254917331 -0.196117808293881 1.8604089092131 "vd05vg1"
"236" "m1_m1" 0.434 -1.88487205536877 -0.938094145297956 1.00967921315336 "vd05vg1"
"237" "m1_m2" 0.394 -1.28857710579124 1.42544564727618 5.08112156380385 "vd05vg1"
"238" "m1_m3" 0.414 -1.8860381976793 -0.637287347902451 1.36402582469475 "vd05vg1"
"239" "m1_m5" 0.438 -1.87147805722226 -0.492982349889637 1.4579048689921 "vd05vg1"
"240" "m1_m6" 0.41 -1.14063555718351 -0.400111748431055 1.83269142056935 "vd05vg1"
"241" "m2_0" 0.414 -1.77226569815119 -0.482082539675591 1.63966641311026 "vd05vg1"
"242" "m2_1" 0.422 -1.23147881215715 -0.551485406238179 1.08953769811226 "vd05vg1"
"243" "m2_2" 0.418 -1.93126061577441 -0.0523401870047984 2.22653437503354 "vd05vg1"
"244" "m2_3" 0.37 -1.41035076869641 -0.484585788760192 1.64248763248277 "vd05vg1"
"245" "m2_4" 0.394 -1.16755965836251 -0.305023473599533 2.17533492755562 "vd05vg1"
"246" "m2_m1" 0.438 -1.76521049329201 -0.845147691214716 0.736435743283756 "vd05vg1"
"247" "m2_m2" 0.414 -1.84027415645103 -0.894371334284124 1.31519603487699 "vd05vg1"
"248" "m2_m3" 0.422 -1.6234573125965 -0.421104464442291 1.4934939757095 "vd05vg1"
"249" "m2_m4" 0.422 -1.81159316087088 -0.65534052714716 1.78999298316841 "vd05vg1"
"250" "m3_2" 0.374 -1.17461741256161 0.291010924910882 2.6094076050775 "vd05vg1"
"251" "m3_3" 0.41 -1.04097006914512 -0.531354889010416 1.8785695856074 "vd05vg1"
"252" "m3_m1" 0.43 -1.2365777917702 -0.378169616842744 1.21524738829844 "vd05vg1"
"253" "m3_m2" 0.426 -1.74488708396382 -0.730748397650299 1.96867207130571 "vd05vg1"
"254" "m3_m3" 0.422 -1.62565539806849 -1.0224670221447 1.01203148730264 "vd05vg1"
"255" "m3_m4" 0.418 -1.81696680552174 -0.748489709879177 1.18594778533707 "vd05vg1"
"256" "m4_0" 0.408 -1.36248207491188 -0.65155281136936 1.92844995135301 "vd05vg1"
