"DIE_Location" "Vth" "F10e4Hz" "F10e3Hz" "F10e2Hz" "Bias_cond"
"257" "m4_1" 0.41 -1.53414207579654 -1.16498916310076 1.08770793587222 "vd05vg1"
"258" "m4_2" 0.394 0.0739426288729064 2.5386078734145 4.77876117912419 "vd05vg1"
"259" "m4_m2" 0.422 -1.35547177016349 -0.465339224975089 0.839263531169983 "vd05vg1"
"260" "m4_m3" 0.414 -1.95602401131625 -0.959233123618187 1.54102783974544 "vd05vg1"
"261" "m5_0" 0.422 -1.45636700123449 -0.991084988311187 1.04929622429896 "vd05vg1"
"262" "m5_1" 0.4 -1.53134633442687 -0.647323696302696 1.14783225603308 "vd05vg1"
"263" "m5_2" 0.496 -1.23118642413323 0.327674846734386 3.03423763699934 "vd05vg1"
"264" "m5_m1" 0.438 -1.43267955939181 -0.505547866419274 1.5223247179796 "vd05vg1"
"265" "m5_m2" 0.41 -0.519404965604011 0.72443862634298 3.21911963885047 "vd05vg1"
"266" "m6_0" 0.438 -1.61410330000535 -0.962178868963477 1.28747435979538 "vd05vg1"
"267" "m6_m1" 0.41 -1.67777854744473 -0.626207512491931 1.28475971582404 "vd05vg1"
